day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,NUM_COLLISIONS
4,2017,03,16,2017-03-16,29.7,9.8,1012.9,10.0,7.7,14.0,31.1,39.0,19.9,0.0,5.9,0,0,0,0,0,0,839
6,2018,03,10,2018-03-10,35.7,19.9,1012.3,10.0,7.7,12.0,22.0,42.1,30.0,0.0,2.0,0,0,0,0,0,0,567
4,2015,03,12,2015-03-12,45.1,11.0,1025.7,10.0,7.7,15.0,25.1,59.0,39.9,0.01,5.9,0,0,0,0,0,0,586
2,2016,03,15,2016-03-15,48.0,41.5,1009.9,8.3,7.7,17.1,31.1,57.0,39.9,0.27,999.9,0,1,0,0,0,0,608
7,2017,03,26,2017-03-26,40.3,34.5,1029.8,9.4,7.8,13.0,20.0,45.0,37.0,0.15,999.9,0,1,0,0,0,0,456
7,2017,03,12,2017-03-12,23.8,3.3,1025.4,10.0,7.9,12.0,21.0,28.9,17.1,0.0,1.2,0,0,0,0,0,0,516
6,2018,03,17,2018-03-17,35.6,11.7,1010.1,10.0,7.9,12.0,21.0,48.0,27.0,0.0,999.9,0,0,0,0,0,0,562
5,2018,03,02,2018-03-02,39.8,36.6,997.0,3.6,8.0,18.1,29.9,54.0,33.8,1.3,999.9,0,1,1,0,0,0,884
4,2016,03,24,2016-03-24,49.8,35.5,1017.2,9.8,8.0,14.0,22.9,71.1,44.1,0.0,999.9,0,0,0,0,0,0,635
6,2017,03,04,2017-03-04,25.1,1.8,1031.7,10.0,8.1,12.0,27.0,39.0,19.9,0.0,999.9,0,0,0,0,0,0,536
2,2019,03,12,2019-03-12,40.1,17.2,1020.8,10.0,8.1,11.1,22.9,53.1,34.0,0.0,999.9,0,0,0,0,0,0,586
4,2014,03,06,2014-03-06,24.5,4.1,1033.6,10.0,8.1,11.1,19.0,39.0,16.0,0.0,3.9,0,0,0,0,0,0,558
1,2014,03,31,2014-03-31,43.5,32.6,1009.7,9.5,8.2,12.0,25.1,55.9,36.0,0.3,999.9,0,1,1,0,0,0,559
5,2014,03,21,2014-03-21,44.1,18.4,1014.0,10.0,8.2,12.0,22.0,54.0,39.0,0.0,999.9,0,0,0,0,0,0,589
4,2017,03,09,2017-03-09,55.5,16.8,1013.5,10.0,8.3,13.0,29.9,61.0,51.1,0.02,999.9,0,0,0,0,0,0,665
6,2013,03,23,2013-03-23,38.4,17.6,1011.0,10.0,8.3,12.0,22.9,46.0,32.0,0.0,999.9,0,0,0,0,0,0,488
5,2018,03,16,2018-03-16,35.9,20.3,1005.6,10.0,8.4,14.0,26.0,48.0,32.0,0.0,999.9,0,0,0,0,0,0,753
6,2017,03,11,2017-03-11,23.2,4.0,1019.2,10.0,8.6,13.0,25.1,30.9,17.1,0.31,999.9,0,0,0,0,0,0,548
1,2013,03,04,2013-03-04,32.8,16.4,1008.3,10.0,8.6,14.0,22.9,42.1,27.0,0.0,999.9,0,0,0,0,0,0,597
6,2019,03,16,2019-03-16,51.2,30.0,1012.2,9.7,8.7,15.0,27.0,64.9,43.0,0.38,999.9,0,1,0,0,0,0,550
3,2018,03,07,2018-03-07,35.6,31.7,1008.8,5.2,8.7,17.1,28.9,46.9,32.0,0.11,999.9,1,1,1,0,0,0,517
7,2018,03,04,2018-03-04,40.8,25.4,1019.1,10.0,8.8,14.0,27.0,48.9,36.0,0.0,999.9,0,0,0,0,0,0,457
7,2016,03,20,2016-03-20,37.8,13.4,1019.3,10.0,8.8,14.0,21.0,46.0,32.0,0.0,999.9,0,0,0,0,0,0,479
2,2013,03,19,2013-03-19,36.0,32.2,1010.2,6.5,8.8,19.0,28.9,43.0,30.2,0.81,999.9,0,1,1,0,0,0,559
7,2015,03,15,2015-03-15,42.4,31.3,1007.8,9.3,8.8,15.0,29.9,51.1,39.0,0.58,1.2,0,1,0,0,0,0,459
5,2019,03,22,2019-03-22,43.7,36.5,997.8,6.7,8.9,15.0,27.0,48.9,39.2,1.38,999.9,0,1,0,0,0,0,718
3,2016,03,02,2016-03-02,45.8,28.7,1005.2,9.1,8.9,14.0,29.9,55.0,35.1,0.14,999.9,0,1,0,0,0,0,653
7,2017,03,19,2017-03-19,38.7,23.9,1021.1,10.0,9.1,14.0,22.9,46.9,34.0,0.08,3.1,0,0,0,0,0,0,550
3,2018,03,14,2018-03-14,34.8,19.7,1002.7,10.0,9.1,15.9,27.0,41.0,30.9,0.07,999.9,0,0,0,0,0,0,652
4,2013,03,14,2013-03-14,35.6,13.6,1012.1,10.0,9.2,15.9,29.9,44.1,28.9,0.0,999.9,0,0,0,0,0,0,557
6,2018,03,03,2018-03-03,40.3,28.0,1012.0,10.0,9.2,15.9,27.0,48.9,34.0,0.94,999.9,0,0,0,0,0,0,609
4,2018,03,15,2018-03-15,36.8,20.5,1001.1,9.1,9.3,14.0,27.0,48.0,30.9,0.01,999.9,0,0,1,0,0,0,689
3,2017,03,22,2017-03-22,39.7,11.2,1017.1,10.0,9.3,18.1,29.9,59.0,28.9,0.0,999.9,0,0,0,0,0,0,617
3,2015,03,18,2015-03-18,33.9,8.7,1015.7,10.0,9.6,17.1,28.0,39.0,30.0,0.01,999.9,0,0,0,0,0,0,547
7,2014,03,30,2014-03-30,45.3,41.9,1001.0,5.6,9.6,20.0,29.9,59.0,42.1,2.01,999.9,0,1,0,0,0,0,437
1,2016,03,14,2016-03-14,46.3,34.7,1018.6,7.7,9.6,20.0,31.1,62.1,39.9,0.02,999.9,0,1,0,0,0,0,640
3,2018,03,21,2018-03-21,34.6,24.9,1006.2,4.7,9.6,18.1,28.0,39.0,30.0,0.01,999.9,1,0,1,0,0,0,477
2,2017,03,14,2017-03-14,29.6,24.9,1006.6,3.4,9.9,18.1,31.1,36.0,19.9,0.61,999.9,1,0,1,0,0,0,374
6,2019,03,23,2019-03-23,40.6,20.1,1007.3,10.0,10.0,15.0,28.9,48.9,35.1,0.03,999.9,0,0,0,0,0,0,530
4,2017,03,02,2017-03-02,52.0,28.1,1003.0,10.0,10.0,19.0,36.9,70.0,41.0,0.12,999.9,0,0,0,0,0,0,653
3,2014,03,26,2014-03-26,33.1,9.4,1011.4,10.0,10.4,18.1,28.9,39.0,26.1,0.0,999.9,0,0,0,0,0,0,563
3,2017,03,15,2017-03-15,23.2,9.4,1001.4,9.8,10.4,15.9,26.0,32.0,19.9,1.36,3.9,0,0,0,0,0,0,650
4,2013,03,07,2013-03-07,36.7,28.2,1014.9,8.0,10.6,21.0,31.1,41.0,34.0,0.0,999.9,0,1,1,0,0,0,535
3,2013,03,06,2013-03-06,40.1,29.3,1013.1,10.0,10.9,20.0,40.0,44.1,37.9,0.0,999.9,0,0,0,0,0,0,475
4,2014,03,13,2014-03-13,28.7,11.7,1000.8,9.1,11.0,17.1,31.1,55.9,18.0,0.35,999.9,0,1,0,0,0,0,545
2,2016,03,29,2016-03-29,48.5,21.2,1010.8,10.0,11.5,22.0,35.9,62.1,42.1,0.24,999.9,0,0,0,0,0,0,683
5,2019,03,01,2019-03-01,30.2,19.6,1026.1,7.9,999.9,999.9,999.9,34.0,16.0,0.1,999.9,1,0,1,0,0,0,711
1,2019,03,11,2019-03-11,45.7,31.1,1015.7,8.3,999.9,999.9,999.9,53.1,35.1,0.29,999.9,0,0,0,0,0,0,645
7,2019,03,03,2019-03-03,38.4,26.3,1018.7,8.7,999.9,999.9,999.9,42.1,30.9,0.04,3.9,0,0,1,0,0,0,503
6,2019,03,02,2019-03-02,34.7,29.0,1018.2,6.5,999.9,999.9,999.9,41.0,26.1,0.5,1.2,1,0,1,0,0,0,642
7,2019,03,10,2019-03-10,38.5,32.9,1021.8,5.3,999.9,999.9,999.9,48.9,34.0,0.25,999.9,0,1,0,0,0,0,462
4,2019,03,07,2019-03-07,24.1,5.3,1024.9,10.0,999.9,999.9,999.9,32.0,18.0,0.0,1.2,0,0,0,0,0,0,556
6,2019,03,09,2019-03-09,39.4,20.8,1024.9,9.5,999.9,999.9,999.9,48.9,24.1,0.0,999.9,0,0,0,0,0,0,523
5,2019,03,08,2019-03-08,30.5,11.1,1027.9,10.0,999.9,999.9,999.9,39.0,18.0,0.0,1.2,0,0,0,0,0,0,652
1,2019,03,04,2019-03-04,34.6,27.4,1009.3,5.9,999.9,999.9,999.9,42.1,33.1,0.81,1.2,1,0,1,0,0,0,503
2,2019,03,05,2019-03-05,27.2,7.8,1016.3,10.0,999.9,999.9,999.9,37.9,19.9,0.29,3.9,0,0,0,0,0,0,639
3,2019,03,06,2019-03-06,23.3,3.8,1018.4,9.8,999.9,999.9,999.9,32.0,19.0,0.0,2.0,0,0,1,0,0,0,589
2,2019,04,30,2019-04-30,52.4,46.8,1023.6,6.9,1.6,5.1,999.9,60.1,41.0,0.05,999.9,0,1,0,0,0,0,587
4,2017,04,27,2017-04-27,61.4,57.8,1012.1,4.2,1.7,8.9,15.9,70.0,53.1,0.04,999.9,0,0,0,0,0,0,688
7,2019,04,07,2019-04-07,58.2,39.0,1023.3,10.0,1.7,5.1,999.9,68.0,39.0,0.0,999.9,0,0,0,0,0,0,487
3,2014,04,02,2014-04-02,47.3,35.6,1018.6,9.8,1.9,5.1,999.9,60.1,39.0,0.0,999.9,0,0,0,0,0,0,519
2,2019,04,23,2019-04-23,63.3,50.6,1012.7,10.0,1.9,4.1,999.9,77.0,55.9,0.24,999.9,0,0,0,0,0,0,592
1,2019,04,08,2019-04-08,63.6,50.3,1011.6,8.3,2.0,7.0,17.1,79.0,51.1,0.26,999.9,0,1,0,0,0,0,594
7,2019,04,14,2019-04-14,67.4,57.9,1012.9,9.1,2.1,5.1,999.9,77.0,60.1,0.24,999.9,0,1,0,0,0,0,457
3,2017,04,12,2017-04-12,65.2,51.0,1019.8,9.7,2.2,7.0,999.9,80.1,57.9,0.0,999.9,0,1,0,0,0,0,540
7,2016,04,17,2016-04-17,56.1,30.7,1029.3,10.0,2.3,8.0,999.9,75.0,43.0,0.0,999.9,0,0,0,0,0,0,568
4,2017,04,20,2017-04-20,54.6,47.8,1020.4,7.7,2.4,7.0,999.9,66.0,45.0,0.13,999.9,0,1,0,0,0,0,632
6,2018,04,28,2018-04-28,56.4,48.6,1008.9,7.7,2.4,8.0,20.0,68.0,50.0,0.05,999.9,0,0,0,0,0,0,604
2,2019,04,02,2019-04-02,43.7,19.4,1027.7,10.0,2.5,5.1,999.9,52.0,33.1,0.0,999.9,0,0,0,0,0,0,553
6,2019,04,13,2019-04-13,65.4,57.7,1017.4,8.3,2.5,6.0,999.9,77.0,46.0,0.87,999.9,1,1,0,0,0,0,599
5,2017,04,28,2017-04-28,66.6,56.5,1014.0,4.7,2.5,7.0,999.9,84.9,57.0,0.0,999.9,0,1,0,0,0,0,857
5,2013,04,26,2013-04-26,57.3,29.4,1026.7,10.0,2.5,6.0,999.9,66.9,50.0,0.0,999.9,0,0,0,0,0,0,675
5,2018,04,27,2018-04-27,55.7,44.6,1010.5,8.1,2.6,6.0,999.9,70.0,51.1,0.1,999.9,0,1,0,0,0,0,690
3,2017,04,05,2017-04-05,51.2,43.5,1010.7,6.9,2.6,7.0,999.9,64.9,45.0,0.01,999.9,0,0,0,0,0,0,587
7,2019,04,21,2019-04-21,57.4,48.8,1015.4,10.0,2.6,6.0,999.9,66.0,53.1,0.28,999.9,0,0,0,0,0,0,398
1,2019,04,29,2019-04-29,49.5,29.7,1027.1,10.0,2.7,7.0,999.9,60.1,41.0,0.01,999.9,0,0,0,0,0,0,565
1,2017,04,24,2017-04-24,54.2,42.0,1020.5,9.8,2.7,6.0,999.9,66.0,46.0,0.0,999.9,0,0,0,0,0,0,541
6,2015,04,18,2015-04-18,68.0,43.4,1013.9,10.0,2.8,8.0,999.9,80.1,55.0,0.0,999.9,0,0,0,0,0,0,605
1,2016,04,18,2016-04-18,63.8,31.0,1022.7,10.0,2.8,8.9,999.9,82.0,44.1,0.0,999.9,0,0,0,0,0,0,687
4,2019,04,18,2019-04-18,55.0,41.4,1019.2,9.9,3.0,8.9,17.1,63.0,48.0,0.0,999.9,0,1,0,0,0,0,540
4,2014,04,03,2014-04-03,53.6,30.8,1018.4,10.0,3.0,6.0,999.9,66.9,42.1,0.0,999.9,0,0,0,0,0,0,592
7,2019,04,28,2019-04-28,49.6,36.4,1014.0,10.0,3.0,8.0,15.0,57.9,46.0,0.07,999.9,0,1,0,0,0,0,395
5,2017,04,14,2017-04-14,56.4,26.5,1028.3,10.0,3.2,7.0,15.9,66.0,48.0,0.0,999.9,0,0,0,0,0,0,515
6,2019,04,20,2019-04-20,61.1,58.6,9999.9,6.8,3.2,6.0,999.9,66.0,55.9,0.43,999.9,0,1,0,0,0,0,456
4,2019,04,25,2019-04-25,56.3,39.5,1013.5,9.9,3.2,6.0,999.9,69.1,48.0,0.0,999.9,0,1,0,0,0,0,518
5,2019,04,19,2019-04-19,66.0,56.5,1009.3,10.0,3.3,6.0,999.9,80.1,51.1,0.0,999.9,0,0,0,0,0,0,551
5,2019,04,26,2019-04-26,53.5,50.0,1008.8,6.6,3.3,8.9,18.1,66.0,48.0,0.32,999.9,1,1,0,0,0,0,500
6,2016,04,02,2016-04-02,55.4,43.4,1000.4,9.4,3.3,8.0,14.0,69.1,48.9,0.01,999.9,0,1,0,0,0,0,597
5,2019,04,12,2019-04-12,52.9,36.3,1023.7,9.5,3.3,7.0,999.9,68.0,39.9,0.0,999.9,0,1,0,0,0,0,688
1,2017,04,03,2017-04-03,55.3,30.8,1018.0,10.0,3.4,9.9,21.0,63.0,39.9,0.0,999.9,0,0,0,0,0,0,646
3,2018,04,11,2018-04-11,44.2,20.3,1021.3,10.0,3.4,6.0,15.0,51.1,37.9,0.0,999.9,0,0,0,0,0,0,612
7,2015,04,12,2015-04-12,51.3,26.1,1024.8,10.0,3.4,8.0,999.9,66.0,43.0,0.0,999.9,0,0,0,0,0,0,443
2,2018,04,03,2018-04-03,40.6,34.1,1021.0,7.2,3.5,9.9,999.9,43.0,33.1,0.13,5.1,0,1,0,0,0,0,551
1,2015,04,06,2015-04-06,50.8,34.8,1024.1,10.0,3.5,7.0,999.9,62.1,42.1,0.0,999.9,0,0,0,0,0,0,510
1,2018,04,23,2018-04-23,54.7,27.8,1030.4,10.0,3.5,8.9,15.0,68.0,44.1,0.0,999.9,0,0,0,0,0,0,675
1,2015,04,13,2015-04-13,57.7,35.7,1025.6,10.0,3.5,9.9,20.0,68.0,43.0,0.0,999.9,0,0,0,0,0,0,554
7,2013,04,28,2013-04-28,58.9,31.1,1025.2,10.0,3.5,9.9,18.1,69.1,51.1,0.0,999.9,0,0,0,0,0,0,440
5,2016,04,15,2016-04-15,51.7,27.9,1029.5,10.0,3.5,9.9,15.0,64.9,42.1,0.0,999.9,0,0,0,0,0,0,733
7,2013,04,14,2013-04-14,52.3,30.4,1016.8,10.0,3.5,11.1,18.1,57.0,46.9,0.01,999.9,0,1,0,0,0,0,472
4,2018,04,26,2018-04-26,59.7,47.6,1006.3,6.9,3.6,8.9,19.0,70.0,52.0,0.56,999.9,1,1,0,0,0,0,729
1,2014,04,21,2014-04-21,52.0,27.4,1021.8,10.0,3.6,8.0,999.9,66.9,41.0,0.0,999.9,0,0,0,0,0,0,521
5,2016,04,22,2016-04-22,70.3,51.1,1012.6,9.7,3.6,7.0,999.9,79.0,48.9,0.0,999.9,0,0,0,0,0,0,741
6,2019,04,06,2019-04-06,49.0,38.8,1022.9,7.0,3.6,8.0,14.0,68.0,37.9,0.2,999.9,0,1,0,0,0,0,587
1,2014,04,28,2014-04-28,54.5,32.5,1018.5,10.0,3.6,8.9,999.9,66.9,45.0,0.0,999.9,0,0,0,0,0,0,597
4,2019,04,11,2019-04-11,46.0,20.7,1022.1,10.0,3.6,8.0,15.0,60.1,39.9,0.0,999.9,0,0,0,0,0,0,537
6,2014,04,12,2014-04-12,60.4,39.7,1020.2,10.0,3.6,8.9,17.1,75.0,50.0,0.0,999.9,0,0,0,0,0,0,578
1,2016,04,25,2016-04-25,58.0,38.5,1015.5,10.0,3.6,7.0,999.9,69.1,46.9,0.0,999.9,0,0,0,0,0,0,488
2,2018,04,24,2018-04-24,55.6,38.4,1028.2,9.9,3.6,8.9,18.1,68.0,46.0,0.0,999.9,0,0,0,0,0,0,671
6,2014,04,19,2014-04-19,52.6,28.3,1024.4,10.0,3.7,8.0,15.0,68.0,35.1,0.0,999.9,0,0,0,0,0,0,525
2,2015,04,14,2015-04-14,60.7,41.5,1020.4,10.0,3.7,7.0,17.1,68.0,50.0,0.0,999.9,0,0,0,0,0,0,542
2,2019,04,09,2019-04-09,49.0,43.9,1005.4,6.2,3.7,8.9,999.9,63.0,46.0,0.03,999.9,0,1,0,0,0,0,537
6,2017,04,22,2017-04-22,51.8,48.4,1013.6,8.0,3.8,8.0,999.9,57.0,48.0,0.02,999.9,0,1,0,0,0,0,551
4,2018,04,12,2018-04-12,51.5,33.2,1016.8,10.0,3.8,8.0,20.0,63.0,37.0,0.0,999.9,0,0,0,0,0,0,610
6,2013,04,13,2013-04-13,46.5,36.8,1010.6,9.7,3.9,12.0,17.1,57.9,41.0,0.63,999.9,0,1,0,0,0,0,555
3,2019,04,17,2019-04-17,54.6,30.9,1019.8,10.0,4.0,9.9,19.0,66.0,44.1,0.01,999.9,0,1,0,0,0,0,621
7,2018,04,29,2018-04-29,52.7,41.6,1012.5,9.3,4.0,8.0,22.0,57.0,48.2,0.18,999.9,0,1,0,0,0,0,505
3,2013,04,10,2013-04-10,65.1,45.9,1012.4,9.7,4.0,9.9,14.0,75.9,55.0,0.0,999.9,0,1,0,0,0,0,580
1,2019,04,22,2019-04-22,57.1,49.0,1017.7,8.7,4.1,7.0,999.9,66.0,52.0,0.0,999.9,0,1,0,0,0,0,522
4,2017,04,13,2017-04-13,57.4,32.8,1026.1,10.0,4.1,9.9,17.1,75.9,48.0,0.02,999.9,0,0,0,0,0,0,590
1,2013,04,08,2013-04-08,59.0,40.8,1016.5,10.0,4.1,8.9,15.9,73.0,51.1,0.0,999.9,0,0,0,0,0,0,582
3,2016,04,13,2016-04-13,47.7,24.1,1027.6,10.0,4.1,12.0,18.1,59.0,39.9,0.17,999.9,0,0,0,0,0,0,700
6,2017,04,29,2017-04-29,75.1,57.1,1015.7,9.1,4.2,11.1,26.0,84.9,57.9,0.06,999.9,0,1,0,0,0,0,661
7,2018,04,22,2018-04-22,54.5,17.7,1028.1,10.0,4.2,8.9,17.1,66.9,39.0,0.0,999.9,0,0,0,0,0,0,568
5,2015,04,10,2015-04-10,44.6,41.3,1016.4,5.0,4.2,8.9,17.1,55.9,37.0,0.17,999.9,0,1,0,0,0,0,486
6,2017,04,15,2017-04-15,56.8,36.6,1027.2,10.0,4.2,9.9,15.9,66.0,48.0,0.0,999.9,0,0,0,0,0,0,495
5,2014,04,25,2014-04-25,52.6,19.4,1015.2,10.0,4.2,8.0,18.1,63.0,44.1,0.0,999.9,0,0,0,0,0,0,617
7,2014,04,06,2014-04-06,45.3,19.9,1020.4,10.0,4.3,9.9,21.0,61.0,36.0,0.0,999.9,0,0,0,0,0,0,484
3,2018,04,25,2018-04-25,56.3,53.3,1014.9,5.6,4.3,8.9,17.1,66.0,46.0,0.54,999.9,0,1,0,0,0,0,626
2,2014,04,22,2014-04-22,59.0,44.3,1006.2,9.9,4.3,8.9,17.1,71.1,41.0,0.0,999.9,0,1,0,0,0,0,459
7,2017,04,23,2017-04-23,53.7,37.3,1018.1,10.0,4.3,8.0,999.9,66.0,46.0,0.11,999.9,0,0,0,0,0,0,517
3,2015,04,29,2015-04-29,64.9,36.8,1005.7,10.0,4.3,7.0,17.1,78.1,50.0,0.0,999.9,0,0,0,0,0,0,679
7,2017,04,09,2017-04-09,53.2,22.7,1019.1,10.0,4.3,8.0,15.9,66.9,39.9,0.0,999.9,0,0,0,0,0,0,541
2,2013,04,09,2013-04-09,65.7,42.7,1014.3,9.3,4.3,11.1,21.0,82.0,51.1,0.0,999.9,0,0,0,0,0,0,613
1,2013,04,29,2013-04-29,55.0,44.0,1023.2,9.6,4.3,7.0,17.1,57.0,53.1,0.0,999.9,0,1,0,0,0,0,598
3,2016,04,27,2016-04-27,51.3,39.2,1012.4,9.8,4.3,8.9,15.9,62.1,46.0,0.07,999.9,0,0,0,0,0,0,510
5,2016,04,29,2016-04-29,51.4,33.3,1018.5,10.0,4.3,8.9,15.0,59.0,46.9,0.0,999.9,0,1,0,0,0,0,517
1,2014,04,07,2014-04-07,47.2,31.4,1021.2,7.8,4.4,9.9,15.9,61.0,36.0,0.0,999.9,0,1,0,0,0,0,533
7,2016,04,10,2016-04-10,39.6,16.5,1022.4,10.0,4.4,8.0,17.1,50.0,30.9,0.11,999.9,0,0,0,0,0,0,499
6,2013,04,27,2013-04-27,57.8,27.8,1028.5,10.0,4.4,11.1,20.0,70.0,48.0,0.0,999.9,0,0,0,0,0,0,517
3,2013,04,24,2013-04-24,52.9,41.1,1016.1,9.4,4.5,8.0,15.0,69.1,44.1,0.0,999.9,0,0,0,0,0,0,598
4,2015,04,02,2015-04-02,51.8,21.2,1021.2,10.0,4.5,13.0,24.1,66.9,32.0,0.0,999.9,0,0,0,0,0,0,653
6,2016,04,16,2016-04-16,53.2,25.6,1030.0,10.0,4.5,9.9,17.1,68.0,42.1,0.0,999.9,0,0,0,0,0,0,679
2,2018,04,10,2018-04-10,42.9,28.2,1020.7,8.6,4.5,8.9,17.1,51.1,32.0,0.01,999.9,0,1,0,0,0,0,668
3,2015,04,15,2015-04-15,61.0,22.9,1021.1,10.0,4.6,15.0,27.0,71.1,51.1,0.01,999.9,0,0,0,0,0,0,595
4,2013,04,18,2013-04-18,55.3,39.9,1025.8,9.9,4.6,12.0,21.0,64.0,51.1,0.01,999.9,0,1,0,0,0,0,553
5,2018,04,06,2018-04-06,44.8,25.0,1015.3,9.4,4.7,12.0,22.0,62.1,34.0,0.0,999.9,0,1,0,0,0,0,515
3,2015,04,01,2015-04-01,38.9,22.1,1015.6,9.5,4.7,8.9,19.0,51.1,32.0,0.17,999.9,0,1,0,0,0,0,648
5,2013,04,05,2013-04-05,49.0,22.3,1012.9,10.0,4.7,9.9,20.0,64.0,41.0,0.0,999.9,0,0,0,0,0,0,582
7,2014,04,13,2014-04-13,63.0,42.1,1020.0,9.8,4.7,8.9,18.1,77.0,50.0,0.0,999.9,0,0,0,0,0,0,482
7,2015,04,26,2015-04-26,54.1,27.4,1005.1,10.0,4.8,8.9,15.0,64.0,37.9,0.0,999.9,0,0,0,0,0,0,477
4,2016,04,28,2016-04-28,52.6,31.6,1015.6,9.9,4.8,9.9,15.0,62.1,46.0,0.0,999.9,0,0,0,0,0,0,489
3,2015,04,22,2015-04-22,57.7,34.7,1005.8,9.6,4.8,17.1,28.0,69.1,50.0,0.06,999.9,0,1,0,0,0,0,568
5,2016,04,01,2016-04-01,67.3,56.1,1003.5,9.7,4.8,9.9,18.1,79.0,48.9,0.01,999.9,0,1,0,0,0,0,702
7,2015,04,05,2015-04-05,49.3,20.8,1020.7,10.0,4.8,11.1,22.9,61.0,42.1,0.01,999.9,0,0,0,0,0,0,422
4,2013,04,11,2013-04-11,56.2,50.1,1013.4,7.4,4.8,9.9,20.0,60.1,48.2,0.49,999.9,0,1,0,0,0,0,517
1,2015,04,27,2015-04-27,54.5,29.2,1004.6,10.0,4.8,12.0,20.0,64.0,46.0,0.0,999.9,0,0,0,0,0,0,558
7,2017,04,02,2017-04-02,49.8,29.8,1018.2,10.0,4.8,8.9,15.9,63.0,37.0,0.0,999.9,0,0,0,0,0,0,514
2,2013,04,30,2013-04-30,57.7,38.2,1024.9,10.0,4.8,8.9,999.9,68.0,51.1,0.04,999.9,0,0,0,0,0,0,576
1,2016,04,04,2016-04-04,39.7,26.8,1013.3,7.3,4.8,11.1,20.0,50.0,34.0,0.01,999.9,0,1,1,0,0,0,683
4,2016,04,21,2016-04-21,59.5,32.1,1020.1,10.0,4.8,13.0,18.1,73.0,48.9,0.0,999.9,0,0,0,0,0,0,694
3,2019,04,24,2019-04-24,65.0,44.0,1007.3,9.8,4.8,9.9,19.0,77.0,55.9,0.08,999.9,0,1,0,0,0,0,515
4,2013,04,25,2013-04-25,56.1,31.5,1018.1,9.6,4.9,9.9,21.0,66.0,46.0,0.0,999.9,0,0,0,0,0,0,583
6,2016,04,30,2016-04-30,52.7,35.7,1022.1,9.9,4.9,8.0,999.9,64.9,45.0,0.05,999.9,0,1,0,0,0,0,581
3,2016,04,06,2016-04-06,37.9,11.3,1026.2,10.0,4.9,14.0,24.1,48.0,26.1,0.0,999.9,0,0,0,0,0,0,628
4,2016,04,14,2016-04-14,50.5,27.2,1026.9,10.0,4.9,9.9,17.1,62.1,43.0,0.0,999.9,0,0,0,0,0,0,674
1,2017,04,10,2017-04-10,62.5,36.3,1021.0,10.0,4.9,11.1,20.0,73.9,45.0,0.0,999.9,0,0,0,0,0,0,634
6,2016,04,09,2016-04-09,40.0,24.6,1007.8,9.1,4.9,8.9,15.9,50.0,36.0,0.01,999.9,0,1,0,0,0,0,557
2,2014,04,01,2014-04-01,46.8,26.9,1018.2,10.0,5.0,9.9,18.1,60.1,36.0,0.01,999.9,0,0,0,0,0,0,549
6,2014,04,26,2014-04-26,53.0,42.0,1008.2,8.5,5.0,9.9,18.1,66.9,44.1,0.89,999.9,0,1,0,0,0,0,548
6,2018,04,14,2018-04-14,67.9,48.3,1012.9,9.8,5.0,9.9,17.1,82.0,53.1,0.0,999.9,0,0,0,0,0,0,624
5,2014,04,18,2014-04-18,41.4,28.1,1032.9,10.0,5.1,8.9,15.0,48.9,36.0,0.0,999.9,0,0,0,0,0,0,496
2,2015,04,21,2015-04-21,56.3,44.9,1003.5,5.8,5.2,12.0,21.0,64.0,46.0,1.49,999.9,1,1,0,0,0,0,645
2,2016,04,26,2016-04-26,54.9,47.3,1007.7,6.8,5.2,8.9,15.9,69.1,48.9,0.17,999.9,0,1,0,0,0,0,479
7,2014,04,27,2014-04-27,51.9,34.6,1014.3,9.6,5.2,8.0,17.1,66.9,46.0,0.05,999.9,0,1,0,0,0,0,449
6,2018,04,21,2018-04-21,48.3,22.2,1027.7,10.0,5.3,8.0,15.9,63.0,37.0,0.0,999.9,0,0,0,0,0,0,584
3,2019,04,10,2019-04-10,51.8,33.3,1008.8,9.0,5.3,8.9,17.1,60.1,46.0,0.0,999.9,0,0,0,0,0,0,633
3,2013,04,17,2013-04-17,62.7,45.3,1021.7,9.9,5.3,8.0,18.1,71.1,55.0,0.02,999.9,0,1,0,0,0,0,535
2,2016,04,12,2016-04-12,54.0,40.6,1016.3,9.1,5.3,8.9,22.0,64.9,43.0,0.04,999.9,0,1,0,0,0,0,638
5,2015,04,17,2015-04-17,60.5,48.6,1018.9,9.5,5.4,11.1,21.0,71.1,52.0,0.08,999.9,0,1,0,0,0,0,679
6,2015,04,25,2015-04-25,47.0,21.2,1010.7,10.0,5.4,8.9,21.0,62.1,37.9,0.0,999.9,0,0,0,0,0,0,592
7,2017,04,30,2017-04-30,62.6,43.9,1021.9,10.0,5.4,9.9,17.1,84.9,54.0,0.0,999.9,0,0,0,0,0,0,470
1,2018,04,09,2018-04-09,38.0,15.2,1020.4,10.0,5.4,9.9,19.0,48.9,32.0,0.0,999.9,0,0,0,0,0,0,625
1,2013,04,15,2013-04-15,49.9,27.0,1025.8,10.0,5.5,11.1,14.0,59.0,44.1,0.0,999.9,0,0,0,0,0,0,603
6,2018,04,07,2018-04-07,45.7,23.7,1009.4,10.0,5.5,9.9,20.0,62.1,37.0,0.11,999.9,0,0,0,0,0,0,487
5,2019,04,05,2019-04-05,42.0,17.6,1030.8,9.5,5.5,9.9,999.9,60.1,37.9,0.0,999.9,0,1,0,0,0,0,701
