day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,NUM_COLLISIONS,Driver_Inattention,Following_Too_Close,Traffic_Control_Disregarded,Unsafe_Speed,Pavement_Slippery,Alcohol_Involvement,Reaction_Uninvolved_Vehicle,View_Obstructed,Outside_Car_Distraction,Pedestrian_Bicyclist_Confusion,Aggressive_Driving_Rage,Obstruction_Debris,Glare,Pavement_Defective,Animals_Action,Driverless_Runaway_Vehicle,Lighting_Defects,Tinted_Windows,Windshield_Inadequate
7,2014,6,22,22/06/2014,69.8,53.2,1014.3,10,1.5,5.1,0,79,62.1,0,0,0,0,0,74,51,0,9,2,0,4,0,0,6,0,1,1,0,0,0,0,0,0,0
1,2015,11,2,02/11/2015,59.4,44.7,1017.1,10,2.6,5.1,0,64.9,54,0,0,0,0,0,110,73,0,12,0,0,4,2,3,13,0,2,0,0,1,0,0,0,0,0
3,2013,9,18,18/09/2013,60,41.9,1026,10,1.4,5.1,0,72,50,0,0,0,0,0,104,77,0,5,0,0,4,2,3,8,0,2,3,0,0,0,0,0,0,0
3,2013,7,31,31/07/2013,74.1,56.3,1019.9,10,2.2,5.1,0,82.9,66.9,0,0,0,0,0,98,77,0,4,0,0,4,0,3,7,0,1,0,1,1,0,0,0,0,0
6,2015,7,25,25/07/2015,78.2,54.5,1014.8,10,2.5,5.1,0,88,69.1,0,0,0,0,0,117,83,0,7,1,0,6,0,3,10,0,5,0,2,0,0,0,0,0,0
2,2014,8,5,05/08/2014,78.6,61.8,1015.9,10,1.4,5.1,0,89.1,70,0,0,0,0,0,124,92,0,10,0,0,1,0,2,9,0,3,4,1,2,0,0,0,0,0
3,2015,11,25,25/11/2015,42.5,24.9,1038.1,10,2.3,5.1,0,50,32,0,0,0,0,0,129,98,0,9,0,0,6,3,1,7,0,3,0,1,1,0,0,0,0,0
4,2015,9,17,17/09/2015,77,55.4,1021.3,10,1.3,5.1,0,89.1,66,0,0,0,0,0,154,113,0,13,1,0,6,1,0,13,0,2,2,3,0,0,0,0,0,0
1,2013,10,14,14/10/2013,58.2,46.2,1026.9,10,2.8,6,0,66,52,0,0,0,0,0,75,50,0,8,0,0,6,0,3,5,0,1,0,2,0,0,0,0,0,0
6,2015,10,31,31/10/2015,49.1,31.5,1021.2,10,3,6,0,61,42.1,0,0,0,0,0,92,56,0,10,0,0,7,1,3,12,0,2,1,0,0,0,0,0,0,0
2,2013,10,22,22/10/2013,59.5,44.8,1011.4,10,3.8,6,0,66.9,50,0,0,0,0,0,81,57,0,5,1,0,0,1,3,9,0,0,2,2,1,0,0,0,0,0
7,2014,8,10,10/08/2014,77.5,56.1,1019.5,10,2.3,6,0,88,66,0,0,0,0,0,92,59,0,7,0,0,6,1,5,8,0,4,1,0,1,0,0,0,0,0
6,2014,6,7,07/06/2014,71,50.9,1014.5,10,2.5,6,0,82,60.1,0,0,0,0,0,111,75,0,9,0,0,8,0,4,9,0,2,1,2,1,0,0,0,0,0
4,2013,9,19,19/09/2013,64.3,47.4,1021.1,10,2.9,6,0,78.1,51.1,0,0,0,0,0,108,76,0,7,0,0,3,0,3,14,0,0,1,3,1,0,0,0,0,0
2,2013,11,5,05/11/2013,46.8,30.4,1036.8,10,3.8,6,0,55,35.1,0,0,0,0,0,98,82,0,6,0,0,1,0,1,6,0,0,1,0,1,0,0,0,0,0
5,2014,8,8,08/08/2014,73.2,51.2,1017.3,10,2.7,6,0,82.9,64.9,0,0,0,0,0,114,85,0,9,0,0,4,0,4,7,0,2,1,1,1,0,0,0,0,0
3,2013,11,6,06/11/2013,54.4,42.1,1029,10,3,6,0,61,41,0,0,0,0,0,115,85,0,5,2,0,5,2,5,8,0,1,0,2,0,0,0,0,0,0
2,2015,10,27,27/10/2015,51.9,35.6,1033.2,10,3.5,6,0,59,45,0,0,0,0,0,143,99,0,8,1,0,6,2,6,15,0,4,0,0,0,0,0,1,0,1
4,2015,8,27,27/08/2015,73.8,52.5,1017,10,2.6,6,0,84.9,66.9,0,0,0,0,0,134,100,0,8,1,0,3,0,2,16,0,0,0,2,2,0,0,0,0,0
6,2015,8,15,15/08/2015,80.7,60.6,1019.2,10,3.3,6,0,91.9,66.9,0,0,0,0,0,149,104,0,11,1,0,7,1,2,11,0,6,2,2,2,0,0,0,0,0
1,2015,10,19,19/10/2015,42.9,23.8,1029.7,10,2.2,6,14,53.1,35.1,0,0,0,0,0,143,105,0,9,2,0,4,0,2,11,0,1,1,8,0,0,0,0,0,0
3,2015,10,7,07/10/2015,64.9,49.3,1015.2,10,2.5,6,0,73,52,0,0,0,0,0,154,115,0,14,0,0,7,2,4,7,0,2,2,0,1,0,0,0,0,0
4,2015,8,13,13/08/2015,75.4,53.9,1015.8,10,3.3,6,0,84.9,66.9,0,0,0,0,0,175,127,0,7,1,0,7,1,3,19,0,3,2,5,0,0,0,0,0,0
7,2014,11,30,30/11/2014,47.5,30.7,1021.2,10,3.3,7,0,54,27,0,0,0,0,0,85,61,0,5,1,0,8,1,0,7,0,0,2,0,0,0,0,0,0,0
7,2013,8,25,25/08/2013,72.8,53.9,1027.2,10,2.4,7,0,82.9,64,0,0,0,0,0,97,66,0,5,1,0,3,1,3,11,0,3,2,0,2,0,0,0,0,0
7,2015,5,24,24/05/2015,66.2,41.2,1026.5,10,3.3,7,15,81,48.9,0,0,0,0,0,99,67,0,11,2,0,11,0,0,2,0,4,1,0,1,0,0,0,0,0
3,2014,5,21,21/05/2014,69.5,45.3,1014.5,10,2.7,7,0,78.1,53.1,0,0,0,0,0,94,70,0,4,2,0,0,4,2,5,0,1,3,0,1,0,0,0,0,2
6,2014,6,28,28/06/2014,74.5,54.8,1023.9,10,2.5,7,0,87.1,66,0,0,0,0,0,118,72,0,12,2,0,6,5,2,10,0,5,2,0,1,0,0,1,0,0
6,2013,9,28,28/09/2013,64.1,49.4,1025.3,10,4.4,7,15,73,55.9,0,0,0,0,0,100,75,0,6,0,0,5,1,2,9,0,2,0,0,0,0,0,0,0,0
5,2015,7,24,24/07/2015,77.8,49,1013.3,10,2.1,7,0,87.1,68,0,0,0,0,0,104,79,0,7,1,0,2,1,1,6,0,1,2,3,1,0,0,0,0,0
2,2014,5,20,20/05/2014,66.2,36.9,1018.3,10,2.9,7,0,78.1,48.9,0,0,0,0,0,106,84,0,4,1,0,4,1,1,6,0,1,0,1,3,0,0,0,0,0
6,2014,9,27,27/09/2014,70.7,53.4,1022.3,10,2.7,7,0,82.9,57.9,0,0,0,0,0,123,86,0,12,0,0,5,1,1,11,0,4,1,1,1,0,0,0,0,0
7,2016,3,6,06/03/2016,37.3,14.5,1024.1,10,2.7,7,0,44.1,28,0,0,0,0,0,129,87,0,10,1,0,8,3,5,7,0,1,3,1,3,0,0,0,0,0
2,2014,11,4,04/11/2014,59.5,23.7,1020,10,4.4,7,15,68,39,0,0,0,0,0,130,93,0,10,0,0,8,3,3,6,0,5,0,2,0,0,0,0,0,0
6,2013,6,22,22/06/2013,72.4,54,1023.6,10,4.1,7,0,84,64.9,0,0,0,0,0,129,93,0,9,2,0,7,0,1,12,0,3,0,1,1,0,0,0,0,0
5,2014,10,10,10/10/2014,58.7,37,1018.6,10,2.6,7,0,68,52,0,0,0,0,0,122,95,0,4,0,0,7,1,3,6,0,2,0,1,3,0,0,0,0,0
5,2014,9,12,12/09/2014,70.1,52.7,1017.2,10,4.2,7,15,82.9,62.1,0,0,0,0,0,130,96,0,8,0,0,2,2,3,14,0,2,2,0,1,0,0,0,0,0
1,2014,8,11,11/08/2014,77.5,56.2,1019.9,10,2.7,7,0,88,68,0,0,0,0,0,141,98,0,19,2,0,6,1,3,6,0,1,4,1,0,0,0,0,0,0
2,2015,11,24,24/11/2015,38.2,18,1026.1,10,3.8,7,0,46,32,0,0,0,0,0,151,110,0,13,2,0,5,0,3,9,0,6,0,3,0,0,0,0,0,0
2,2015,5,26,26/05/2015,76.1,57.5,1021.8,10,4.5,7,15.9,88,64,0,0,0,0,0,170,135,0,10,1,0,2,1,3,6,0,5,3,3,1,0,0,0,0,0
4,2013,12,26,26/12/2013,31.9,18.7,1026.3,10,4.5,8,15.9,35.1,28,0,0,0,0,0,67,44,0,6,0,0,3,1,1,8,0,1,0,3,0,0,0,0,0,0
6,2013,3,30,30/03/2013,48,24.5,1019.9,10,3.8,8,0,59,39.9,0,0,0,0,0,95,50,0,16,0,0,13,0,1,12,0,0,2,1,0,0,0,0,0,0
6,2013,11,30,30/11/2013,31.2,14.3,1039.1,10,4.9,8,0,39,25,0,0,0,0,0,80,52,0,9,2,0,5,2,2,6,0,1,0,1,0,0,0,0,0,0
7,2014,7,20,20/07/2014,71.9,58.5,1020,10,5.4,8,0,78.1,66.2,0,0,0,0,0,85,53,0,9,0,0,8,1,2,9,0,1,2,0,0,0,0,0,0,0
6,2013,8,24,24/08/2013,72,49.8,1023.4,10,5.3,8,17.1,82,64.9,0,0,0,0,0,103,54,0,19,1,0,11,3,1,11,0,0,2,0,1,0,0,0,0,0
1,2013,8,5,05/08/2013,70.2,47,1016.2,10,3.7,8,15.9,80.1,62.1,0,0,0,0,0,82,59,0,4,0,0,7,1,1,5,0,2,1,1,1,0,0,0,0,0
4,2013,9,5,05/09/2013,73,51.4,1015.1,10,4.3,8,15.9,82,64.9,0,0,0,0,0,96,61,0,11,0,0,3,1,2,11,0,5,0,2,0,0,0,0,0,0
6,2014,4,19,19/04/2014,52.6,28.3,1024.4,10,3.7,8,15,68,35.1,0,0,0,0,0,97,63,0,11,0,0,8,0,3,7,0,4,1,0,0,0,0,0,0,0
7,2013,9,8,08/09/2013,73.7,52.8,1011.5,10,4.5,8,19,82.9,59,0,0,0,0,0,97,63,0,13,0,0,10,1,1,5,0,1,1,2,0,0,0,0,0,0
7,2014,11,9,09/11/2014,50,32,1013.4,10,3.6,8,18.1,57,36,0,0,0,0,0,94,65,0,4,2,0,9,1,3,6,0,4,0,0,0,0,0,0,0,0
7,2013,10,27,27/10/2013,52.1,28.9,1013.7,10,4.3,8,17.1,57.9,41,0,0,0,0,0,105,67,0,12,1,0,9,0,0,9,0,4,1,2,0,0,0,0,0,0
2,2013,9,24,24/09/2013,58.4,40.3,1015.6,10,3.8,8,0,73,46.9,0,0,0,0,0,105,73,0,6,0,0,2,2,2,12,0,1,0,6,1,0,0,0,0,0
2,2014,6,24,24/06/2014,73.1,57.9,1019.9,10,3.8,8,18.1,81,64.9,0,0,0,0,0,106,75,0,11,2,0,2,3,3,9,0,0,0,1,0,0,0,0,0,0
2,2013,5,14,14/05/2013,51.1,27.2,1018.8,10,4.3,8,0,61,42.1,0,0,0,0,0,98,76,0,7,1,0,3,2,1,3,0,3,0,1,1,0,0,0,0,0
5,2014,7,11,11/07/2014,76.8,58.4,1021.4,10,3.5,8,0,86,72,0,0,0,0,0,119,79,0,11,0,0,4,2,5,9,0,7,2,0,0,0,0,0,0,0
6,2015,8,8,08/08/2015,74.7,55.3,1014.3,10,3.4,8,0,84,68,0,0,0,0,0,133,81,0,13,1,0,15,5,1,5,0,10,2,0,0,0,0,0,0,0
5,2014,7,25,25/07/2014,73.7,53.4,1014.7,10,3.5,8,0,82,66,0,0,0,0,0,128,96,0,11,2,0,3,0,2,7,0,4,2,0,1,0,0,0,0,0
1,2014,6,23,23/06/2014,71.8,54.4,1018.7,10,2.4,8,0,81,64,0,0,0,0,0,133,97,0,7,1,0,9,3,3,7,0,0,3,2,1,0,0,0,0,0
6,2015,10,17,17/10/2015,51.6,31.2,1018.3,10,5,8,15.9,64,48,0,0,0,0,0,148,106,0,8,2,0,10,1,3,11,0,5,0,0,1,0,0,1,0,0
5,2013,12,27,27/12/2013,35.2,18.7,1026,10,5.2,8.9,0,39.9,32,0,0,0,0,0,66,42,0,7,0,0,4,0,3,5,0,1,0,2,0,0,0,2,0,0
3,2013,3,27,27/03/2013,43.8,22.7,1011.8,10,4.8,8.9,14,51.1,36,0,0,0,0,0,70,47,0,8,1,0,2,1,2,6,0,2,1,0,0,0,0,0,0,0
2,2013,1,1,01/01/2013,37.8,23.6,1011.9,10,6.1,8.9,19,39.9,33.1,0,0,0,0,0,87,52,0,9,1,0,13,1,3,4,0,2,1,1,0,0,0,0,0,0
4,2013,2,7,07/02/2013,29.3,6.2,1029.8,10,5,8.9,17.1,35.1,26.1,0,0,0,0,0,84,62,0,3,0,0,1,0,2,8,0,0,3,0,5,0,0,0,0,0
7,2016,2,28,28/02/2016,46,21.8,1013.4,10,6.4,8.9,20,60.1,26.1,0,0,0,0,0,115,77,0,10,4,0,6,2,1,9,0,2,0,4,0,0,0,0,0,0
6,2015,10,24,24/10/2015,48.4,34.2,1027.8,10,4.1,8.9,0,64.9,39.9,0,0,0,0,0,120,80,0,6,4,0,9,4,2,5,0,8,2,0,0,0,0,0,0,0
4,2015,4,16,16/04/2015,58,21,1029.4,10,6.2,8.9,15.9,72,51.1,0,0,0,0,0,107,80,0,8,1,0,4,0,2,9,0,1,1,1,0,0,0,0,0,0
6,2015,9,26,26/09/2015,66.5,49.1,1029.6,10,5.2,8.9,17.1,75.9,62.1,0,0,0,0,0,130,82,0,19,2,0,11,3,5,6,0,2,0,0,0,0,0,0,0,0
6,2014,11,8,08/11/2014,41.9,24.7,1014.5,10,5.3,8.9,24.1,53.1,36,0,0,0,0,0,114,82,0,11,1,0,7,3,0,5,0,1,2,2,0,0,0,0,0,0
4,2015,6,4,04/06/2015,58,48.1,1024.5,10,4.6,8.9,0,70,52,0,0,0,0,0,122,88,0,9,2,0,3,0,1,10,0,5,4,0,0,0,0,0,0,0
6,2015,4,25,25/04/2015,47,21.2,1010.7,10,5.4,8.9,21,62.1,37.9,0,0,0,0,0,132,91,0,12,0,0,9,2,2,11,0,1,1,1,2,0,0,0,0,0
6,2015,9,5,05/09/2015,74,57.1,1023.7,10,4.4,8.9,0,84.9,66.9,0,0,0,0,0,144,105,0,10,1,0,15,0,1,5,0,3,1,2,1,0,0,0,0,0
1,2014,10,27,27/10/2014,56,35.6,1013.5,10,5.4,8.9,19,63,48,0,0,0,0,0,145,108,0,9,1,0,5,4,3,7,0,2,1,5,0,0,0,0,0,0
1,2015,11,23,23/11/2015,39.8,16.7,1015.4,10,5.6,8.9,17.1,55,34,0,0,0,0,0,158,113,0,9,1,0,3,1,3,15,0,4,0,7,2,0,0,0,0,0
5,2015,5,15,15/05/2015,63.1,39.2,1025.4,10,3.3,8.9,15.9,75,50,0,0,0,0,0,148,123,0,8,2,0,2,1,5,5,0,1,0,0,0,0,0,0,0,1
2,2015,10,20,20/10/2015,56.2,34.1,1023.6,10,5.7,8.9,17.1,70,35.1,0,0,0,0,0,164,133,0,9,0,0,3,0,2,10,0,2,1,4,0,0,0,0,0,0
3,2013,1,2,02/01/2013,27.1,10.5,1016.8,10,5.3,9.9,19,33.1,21.9,0,0,0,0,0,80,49,0,10,0,0,6,0,2,10,0,3,0,0,0,0,0,0,0,0
2,2014,3,25,25/03/2014,32.4,7.4,1018.7,10,4.1,9.9,15.9,39,21,0,0,0,0,0,77,54,0,9,0,0,3,0,2,7,0,1,1,0,0,0,0,0,0,0
6,2015,6,13,13/06/2015,81.4,61.3,1012.2,10,5.7,9.9,18.1,88,73,0,0,0,0,0,85,55,0,10,0,0,9,0,1,5,0,2,1,1,0,0,0,1,0,0
7,2013,5,5,05/05/2013,52.1,38.7,1025,10,5.2,9.9,17.1,63,46.9,0,0,0,0,0,93,61,0,6,1,0,5,4,2,9,0,2,1,1,1,0,0,0,0,0
7,2014,4,6,06/04/2014,45.3,19.9,1020.4,10,4.3,9.9,21,61,36,0,0,0,0,0,92,61,0,10,0,0,5,1,1,9,0,1,2,2,0,0,0,0,0,0
1,2013,5,13,13/05/2013,51.7,26.7,1015.4,10,6.6,9.9,20,59,46,0,0,0,0,0,92,68,0,9,0,0,3,2,1,7,0,1,1,0,0,0,0,0,0,0
6,2014,10,25,25/10/2014,58.1,39.2,1008.8,10,4.3,9.9,17.1,66.9,50,0,0,0,0,0,99,70,0,6,0,0,8,0,1,6,0,2,0,4,2,0,0,0,0,0
4,2014,5,29,29/05/2014,56.3,43.4,1022.2,10,4.8,9.9,15.9,66,51.1,0,0,0,0,0,112,75,0,11,2,0,5,1,3,11,0,2,1,0,1,0,0,0,0,0
5,2014,4,11,11/04/2014,62.1,37.1,1015.6,10,5.7,9.9,17.1,75,42.1,0,0,0,0,0,99,75,0,9,0,0,1,0,3,8,0,1,1,1,0,0,0,0,0,0
5,2014,8,15,15/08/2014,68,48.8,1013,10,4.8,9.9,17.1,73.9,61,0,0,0,0,0,114,80,0,6,1,0,7,3,2,12,0,2,0,1,0,0,0,0,0,0
1,2015,4,13,13/04/2015,57.7,35.7,1025.6,10,3.5,9.9,20,68,43,0,0,0,0,0,114,82,0,12,1,0,1,1,1,13,0,2,1,0,0,0,0,0,0,0
5,2016,2,19,19/02/2016,30.1,8.3,1032.9,10,5.2,9.9,17.1,37,24.1,0,0,0,0,0,137,88,0,13,0,0,13,1,1,13,0,5,0,2,1,0,0,0,0,0
2,2014,10,7,07/10/2014,66.2,52.6,1016.8,10,3.9,9.9,17.1,71.1,50,0,0,0,0,0,118,91,0,9,0,0,4,2,2,7,0,0,1,0,1,0,0,1,0,0
1,2015,10,5,05/10/2015,57.7,43.4,1022.2,10,6.6,9.9,18.1,66.9,52,0,0,0,0,0,148,107,0,8,0,0,6,1,2,13,0,4,1,3,3,0,0,0,0,0
6,2015,8,1,01/08/2015,81.6,57.2,1009,10,3.8,9.9,17.1,89.1,72,0,0,0,0,0,165,120,0,16,3,0,5,2,2,11,0,1,2,1,2,0,0,0,0,0
6,2013,4,27,27/04/2013,57.8,27.8,1028.5,10,4.4,11.1,20,70,48,0,0,0,0,0,88,61,0,5,1,0,10,0,0,8,0,3,0,0,0,0,0,0,0,0
1,2013,4,15,15/04/2013,49.9,27,1025.8,10,5.5,11.1,14,59,44.1,0,0,0,0,0,89,63,0,11,1,0,1,0,3,7,0,1,0,2,0,0,0,0,0,0
7,2015,12,20,20/12/2015,38.6,16.5,1029.5,10,5.8,11.1,21,43,34,0,0,0,0,0,119,85,0,7,0,0,8,2,1,9,0,4,1,2,0,0,0,0,0,0
3,2015,5,6,06/05/2015,68.1,42.9,1023.7,10,4.5,11.1,19,84.9,63,0,0,0,0,0,129,96,0,9,0,0,6,0,1,10,0,4,0,1,2,0,0,0,0,0
3,2015,7,22,22/07/2015,77.3,53.4,1006.7,10,4.5,11.1,20,89.1,69.1,0,0,0,0,0,124,97,0,8,2,0,1,2,1,7,0,2,1,2,1,0,0,0,0,0
6,2013,3,23,23/03/2013,38.4,17.6,1011,10,8.3,12,22.9,46,32,0,0,0,0,0,78,49,0,8,0,0,6,0,4,8,0,1,1,1,0,0,0,0,0,0
5,2014,3,21,21/03/2014,44.1,18.4,1014,10,8.2,12,22,54,39,0,0,0,0,0,102,60,0,9,0,0,6,2,9,10,0,3,1,2,0,0,0,0,0,0
5,2013,3,29,29/03/2013,46.7,26.4,1019.3,10,5.7,12,21,55,39.9,0,0,0,0,0,86,61,0,5,1,0,4,1,2,4,0,2,2,2,2,0,0,0,0,0
1,2014,9,8,08/09/2014,70.1,52.2,1024.6,10,6.1,12,17.1,81,64.9,0,0,0,0,0,111,80,0,7,1,0,6,1,2,10,0,2,1,0,1,0,0,0,0,0
1,2015,12,21,21/12/2015,45,27.3,1026.2,10,6.1,12,25.1,54,39,0,0,0,0,0,119,85,0,8,3,0,3,0,3,11,0,4,1,0,1,0,0,0,0,0
5,2015,5,22,22/05/2015,62.1,41,1012.7,10,4.4,12,25.1,73.9,52,0,0,0,0,0,150,111,0,7,0,0,3,1,4,18,0,2,1,2,1,0,0,0,0,0
6,2013,1,19,19/01/2013,37.3,18.1,1024.7,10,7.8,13,24.1,51.1,28,0,0,0,0,0,88,57,0,8,0,0,14,2,1,3,0,1,1,0,1,0,0,0,0,0
6,2014,3,15,15/03/2014,49.9,24.2,1010,10,6.6,13,26,57.9,41,0,0,0,0,0,83,57,0,6,1,0,4,1,0,7,0,2,3,1,1,0,0,0,0,0
4,2014,4,24,24/04/2014,50.5,18.2,1011.5,10,8.1,13,26,62.1,42.1,0,0,0,0,0,109,80,0,10,1,0,0,0,1,11,0,2,3,0,1,0,0,0,0,0
7,2015,11,8,08/11/2015,51.9,31.1,1025.2,10,4,13,19,55.9,46,0,0,0,0,0,116,82,0,9,1,0,5,2,3,8,0,2,0,2,1,0,0,1,0,0
3,2013,12,25,25/12/2013,24.8,6.5,1030.4,10,5.2,14,25.1,42.1,19,0,0,0,0,0,32,22,0,5,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
7,2016,2,14,14/02/2016,6.9,-16.1,1030.3,10,7.6,14,31.1,21.9,-0.9,0,0,0,0,0,64,52,0,4,2,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0
6,2013,5,4,04/05/2013,54.7,41.4,1026.5,10,4.9,14,18.1,69.1,48,0,0,0,0,0,106,77,0,10,1,0,4,0,0,12,0,1,0,1,0,0,0,0,0,0
7,2013,10,13,13/10/2013,60.3,49.4,1027.2,10,8.9,15.9,22,72,55.9,0,0,0,0,0,72,40,0,8,2,0,11,0,1,7,0,1,1,1,0,0,0,0,0,0
7,2013,1,20,20/01/2013,45.3,23.4,1009.8,10,9.7,15.9,31.1,53.1,39.9,0,0,0,0,0,69,45,0,9,0,0,4,1,0,4,0,0,6,0,0,0,0,0,0,0
7,2013,2,17,17/02/2013,29,6.6,1006.6,10,9.6,17.1,35,35.1,24.1,0,0,0,0,0,75,52,0,9,2,0,4,0,1,4,0,2,1,0,0,0,0,0,0,0
2,2013,4,2,02/04/2013,38,10.9,1014.3,10,8.5,17.1,26,46.9,33.1,0,0,0,0,0,69,55,0,2,0,0,3,0,2,4,0,2,1,0,0,0,0,0,0,0
1,2013,2,18,18/02/2013,23.4,2,1019.7,10,8.2,18.1,28.9,35.1,17.1,0,0,0,0,0,74,49,0,9,0,0,5,0,3,4,0,0,0,3,1,0,0,0,0,0
7,2015,8,16,16/08/2015,82.8,63.9,1019,10,1.2,5.1,0,93,75.9,0,0,0,0,0,127,78,0,11,2,0,19,2,3,7,0,1,1,0,1,2,0,0,0,0
7,2015,10,11,11/10/2015,59.3,42.6,1015.3,10,2.8,5.1,0,69.1,50,0,0,0,0,0,138,98,0,8,1,0,7,2,1,7,0,5,1,6,0,2,0,0,0,0
3,2014,11,5,05/11/2014,60.4,36.4,1018.1,10,4.3,6,17.1,68,53.1,0,0,0,0,0,110,81,0,6,1,0,2,1,5,7,0,3,1,0,0,2,0,1,0,0
6,2013,9,7,07/09/2013,67.8,45.9,1018.2,10,2.9,6,0,80.1,57,0,0,0,0,0,120,90,0,6,2,0,8,0,4,7,0,1,0,0,1,1,0,0,0,0
1,2015,4,6,06/04/2015,50.8,34.8,1024.1,10,3.5,7,0,62.1,42.1,0,0,0,0,0,103,67,0,11,0,0,7,0,1,9,0,4,1,1,1,1,0,0,0,0
6,2014,12,27,27/12/2014,47.7,30.1,1022.9,10,3.5,7,0,55,39.9,0,0,0,0,0,89,68,0,2,1,0,3,1,2,6,0,0,2,3,0,1,0,0,0,0
6,2014,8,30,30/08/2014,71.4,56.4,1023.9,10,2.5,7,0,80.1,61,0,0,0,0,0,114,79,0,7,1,0,11,3,2,5,0,1,0,1,3,1,0,0,0,0
2,2014,9,23,23/09/2014,60.1,40.1,1024.6,10,2.7,7,14,71.1,52,0,0,0,0,0,126,86,0,10,2,0,3,2,6,6,0,2,3,5,0,1,0,0,0,0
4,2013,5,2,02/05/2013,58.9,41.2,1030.2,10,2.3,7,0,72,48.9,0,0,0,0,0,115,87,0,12,0,0,0,1,1,9,0,0,1,3,0,1,0,0,0,0
3,2015,4,29,29/04/2015,64.9,36.8,1005.7,10,4.3,7,17.1,78.1,50,0,0,0,0,0,167,116,0,10,1,0,5,2,3,18,0,6,0,2,1,3,0,0,0,0
5,2015,7,17,17/07/2015,72.5,57.8,1018.5,10,3.1,7,15.9,81,64,0,0,0,0,0,174,132,0,13,0,0,6,1,3,12,0,3,2,1,0,1,0,0,0,0
7,2014,6,15,15/06/2014,67.7,50.3,1017.7,10,4,8,0,80.1,59,0,0,0,0,0,88,54,0,10,0,0,7,4,2,7,0,0,0,1,2,1,0,0,0,0
5,2013,9,27,27/09/2013,61.8,50.8,1021.7,10,3.3,8,0,71.1,57,0,0,0,0,0,83,56,0,9,0,0,5,1,0,8,0,2,0,1,0,1,0,0,0,0
1,2013,5,27,27/05/2013,61.7,34.9,1022.2,10,3.3,8,18.1,73,51.1,0,0,0,0,0,87,60,0,11,0,0,6,1,1,5,0,1,0,1,0,1,0,0,0,0
7,2013,9,29,29/09/2013,63.7,52.2,1022,10,2.4,8,0,73,55.9,0,0,0,0,0,90,62,0,14,1,0,4,0,2,3,0,1,0,1,1,1,0,0,0,0
7,2015,8,23,23/08/2015,76,60.3,1015.8,10,3.6,8,0,86,69.1,0,0,0,0,0,117,75,0,15,0,0,10,1,4,6,0,3,0,0,2,1,0,0,0,0
3,2014,9,24,24/09/2014,64.1,52.3,1032.4,10,3.8,8,15.9,71.1,52,0,0,0,0,0,121,83,0,10,2,0,5,0,5,11,0,3,1,0,0,1,0,0,0,0
7,2015,11,15,15/11/2015,46.5,27,1023.9,10,4.1,8,0,57.9,39,0,0,0,0,0,129,90,0,9,1,0,10,0,4,6,0,1,2,3,2,1,0,0,0,0
4,2013,3,28,28/03/2013,43.3,27.8,1015.4,10,4.7,8.9,0,51.1,37,0,0,0,0,0,74,48,0,5,0,0,5,2,0,9,0,3,0,1,0,1,0,0,0,0
7,2014,7,6,06/07/2014,76,52.5,1017.4,10,4.1,8.9,17.1,84,63,0,0,0,0,0,89,56,0,7,1,0,8,3,0,6,0,3,1,3,0,1,0,0,0,0
7,2016,2,7,07/02/2016,39.1,20.8,1021.5,10,4,8.9,17.1,46.9,30,0,0,0,0,0,101,69,0,10,0,0,8,0,0,9,0,2,0,1,1,1,0,0,0,0
7,2015,4,26,26/04/2015,54.1,27.4,1005.1,10,4.8,8.9,15,64,37.9,0,0,0,0,0,104,71,0,9,0,0,10,1,1,6,0,3,0,2,0,1,0,0,0,0
6,2014,6,21,21/06/2014,70.4,46.6,1013.8,10,4.7,8.9,15.9,79,62.1,0,0,0,0,0,110,74,0,10,1,0,6,0,5,8,0,3,0,1,0,2,0,0,0,0
7,2015,9,20,20/09/2015,73.9,57,1014.3,10,6.3,8.9,17.1,82.9,68,0,0,0,0,0,132,94,0,7,2,0,8,0,2,11,0,2,2,3,0,1,0,0,0,0
4,2014,8,28,28/08/2014,76.4,56.2,1012.1,10,4.9,8.9,18.1,90,68,0,0,0,0,0,129,98,0,9,1,0,4,0,2,8,0,0,2,2,1,1,0,1,0,0
5,2015,10,16,16/10/2015,58.5,38.7,1014.4,10,4.9,8.9,17.1,64,51.1,0,0,0,0,0,141,113,0,5,1,0,9,0,1,5,0,2,2,2,0,1,0,0,0,0
7,2014,11,23,23/11/2014,47.4,22.2,1021.7,10,4,9.9,20,57,28,0,0,0,0,0,111,71,0,12,1,0,7,1,3,7,0,3,2,1,2,1,0,0,0,0
6,2014,10,18,18/10/2014,63.8,50.3,1003.1,10,4.7,9.9,19,71.1,59,0,0,0,0,0,117,75,0,11,1,0,8,1,2,10,0,7,0,0,1,1,0,0,0,0
1,2013,9,9,09/09/2013,65.3,45.6,1021.5,10,4.9,9.9,15.9,82.9,57,0,0,0,0,0,112,76,0,11,0,0,2,0,2,12,0,4,0,3,0,1,0,1,0,0
1,2013,11,25,25/11/2013,27.5,6.8,1029.4,10,5.6,9.9,21,35.1,23,0,0,0,0,0,121,86,0,7,2,0,6,0,5,8,0,0,3,3,0,1,0,0,0,0
