day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,NUM_COLLISIONS
3,2016,1,6,06-Jan-16,31.2,2.8,1034.2,10,2.4,7,0,41,10.9,0,0,0,0,0,0,0,0,625
7,2018,1,21,21-Jan-18,46,28.3,1019.4,10,3.4,7,0,52,37.9,0,0,0,0,0,0,0,0,418
2,2018,1,16,16-Jan-18,29.1,22.2,1032,10,3.9,7,0,36,16,0,0,0,0,0,0,0,0,617
3,2015,1,21,21-Jan-15,31.4,8.9,1019.4,10,4.2,7,0,39.9,25,0,0,0,0,0,0,0,0,495
2,2018,2,27,27-Feb-18,46.5,21,1026.3,10,3.6,7,0,55.9,39,0,0,0,0,0,0,0,0,631
7,2016,3,6,06-Mar-16,37.3,14.5,1024.1,10,2.7,7,0,44.1,28,0,0,0,0,0,0,0,0,500
1,2019,3,18,18-Mar-19,38.3,11.2,1024.4,10,3,7,0,46,32,0,0,0,0,0,0,0,0,575
2,2018,3,27,27-Mar-18,39.8,21.8,1034,10,3.2,7,0,50,34,0,0,0,0,0,0,0,0,627
1,2015,4,6,06-Apr-15,50.8,34.8,1024.1,10,3.5,7,0,62.1,42.1,0,0,0,0,0,0,0,0,510
1,2016,4,25,25-Apr-16,58,38.5,1015.5,10,3.6,7,0,69.1,46.9,0,0,0,0,0,0,0,0,488
4,2016,5,19,19-May-16,60.3,41.2,1018.7,10,1.2,7,0,73,54,0,0,0,0,0,0,0,0,694
4,2013,5,2,02-May-13,58.9,41.2,1030.2,10,2.3,7,0,72,48.9,0,0,0,0,0,0,0,0,585
3,2014,5,21,21-May-14,69.5,45.3,1014.5,10,2.7,7,0,78.1,53.1,0,0,0,0,0,0,0,0,575
3,2016,5,11,11-May-16,62.4,38.7,1021.1,10,2.8,7,0,75.9,50,0,0,0,0,0,0,0,0,699
2,2014,5,20,20-May-14,66.2,36.9,1018.3,10,2.9,7,0,78.1,48.9,0,0,0,0,0,0,0,0,650
5,2013,5,17,17-May-13,66.4,40.2,1015.4,10,3,7,0,72,57.9,0,0,0,0,0,0,0,0,741
3,2019,5,22,22-May-19,64.4,36.1,1021.7,10,3.5,7,0,73.9,54,0,0,0,0,0,0,0,0,693
4,2017,6,22,22-Jun-17,75.8,59.2,1014.5,10,1.9,7,0,82.9,68,0,0,0,0,0,0,0,0,845
1,2014,6,16,16-Jun-14,72.3,55.3,1019.5,10,2.1,7,0,81,59,0,0,0,0,0,0,0,0,622
5,2019,6,7,07-Jun-19,72.8,59.3,1012.2,10,2.1,7,0,82.9,66,0,0,0,0,0,0,0,0,734
7,2015,6,14,14-Jun-15,77.9,57.4,1016.8,10,2.1,7,0,88,71.1,0,0,0,0,0,0,0,0,578
1,2019,6,24,24-Jun-19,76.1,54.9,1011.4,10,2.2,7,0,84,64,0,0,0,0,0,0,0,0,731
6,2014,6,28,28-Jun-14,74.5,54.8,1023.9,10,2.5,7,0,87.1,66,0,0,0,0,0,0,0,0,611
4,2015,6,25,25-Jun-15,75,50.4,1016.7,10,2.7,7,0,84,64.9,0,0,0,0,0,0,0,0,670
4,2013,6,20,20-Jun-13,69.6,52.4,1023.2,10,3.2,7,0,80.1,62.1,0,0,0,0,0,0,0,0,681
6,2017,6,10,10-Jun-17,75.7,53.2,1013.6,10,3.3,7,0,84.9,53.1,0,0,0,0,0,0,0,0,665
1,2017,6,26,26-Jun-17,72.4,51,1015.7,10,3.5,7,0,82.9,64,0,0,0,0,0,0,0,0,669
5,2018,6,15,15-Jun-18,70.2,50.2,1012.9,10,3.5,7,0,84,63,0,0,0,0,0,0,0,0,728
3,2013,6,5,05-Jun-13,66,41.7,1020.8,10,3.7,7,0,73.9,57.9,0,0,0,0,0,0,0,0,599
5,2013,6,21,21-Jun-13,71.6,51.6,1025.1,10,3.9,7,0,82,64,0,0,0,0,0,0,0,0,690
6,2013,6,22,22-Jun-13,72.4,54,1023.6,10,4.1,7,0,84,64.9,0,0,0,0,0,0,0,0,599
2,2016,6,14,14-Jun-16,68,45,1012.2,10,4.1,7,0,79,57,0,0,0,0,0,0,0,0,717
4,2019,7,25,25-Jul-19,76.4,58.6,1018.2,10,1.6,7,0,84,66.9,0,0,0,0,0,0,0,0,605
2,2017,7,18,18-Jul-17,79.6,69.5,1018.2,10,1.9,7,0,88,73,0,0,0,0,0,0,0,0,706
5,2015,7,24,24-Jul-15,77.8,49,1013.3,10,2.1,7,0,87.1,68,0,0,0,0,0,0,0,0,490
2,2019,7,16,16-Jul-19,81.5,61.3,1017.2,10,2.2,7,0,91,68,0,0,0,0,0,0,0,0,658
1,2019,7,15,15-Jul-19,78.2,56.2,1016.8,10,3.1,7,0,89.1,68,0,0,0,0,0,0,0,0,637
1,2016,7,11,11-Jul-16,72.8,58.1,1017.2,10,3.3,7,0,81,64.9,0,0,0,0,0,0,0,0,618
4,2014,7,17,17-Jul-14,73.6,54.8,1013.9,10,3.5,7,0,81,66.9,0,0,0,0,0,0,0,0,587
6,2019,7,13,13-Jul-19,77.7,62.5,1012.4,10,3.5,7,0,87.1,70,0,0,0,0,0,0,0,0,558
7,2017,7,30,30-Jul-17,72.4,51.4,1014.6,10,4.4,7,0,82,64,0,0,0,0,0,0,0,0,606
5,2017,8,25,25-Aug-17,70.5,53.5,1017.9,10,2.1,7,0,80.1,63,0,0,0,0,0,0,0,0,633
5,2015,8,14,14-Aug-15,77.1,53.2,1020.1,10,2.2,7,0,88,66.9,0,0,0,0,0,0,0,0,729
4,2017,8,24,24-Aug-17,72.9,52,1012.8,10,2.4,7,0,81,64.9,0,0,0,0,0,0,0,0,631
7,2013,8,25,25-Aug-13,72.8,53.9,1027.2,10,2.4,7,0,82.9,64,0,0,0,0,0,0,0,0,459
6,2014,8,30,30-Aug-14,71.4,56.4,1023.9,10,2.5,7,0,80.1,61,0,0,0,0,0,0,0,0,510
2,2018,8,21,21-Aug-18,71.7,63.7,1018.6,10,2.5,7,0,78.1,66,0,0,0,0,0,0,0,0,580
1,2014,8,11,11-Aug-14,77.5,56.2,1019.9,10,2.7,7,0,88,68,0,0,0,0,0,0,0,0,604
5,2019,8,2,02-Aug-19,78.2,61.4,1019.4,10,2.7,7,0,87.1,70,0,0,0,0,0,0,0,0,610
7,2015,8,9,09-Aug-15,75,57,1015.6,10,2.9,7,0,84.9,68,0,0,0,0,0,0,0,0,489
6,2017,8,26,26-Aug-17,70,48.9,1023.6,10,3.1,7,0,78.1,62.1,0,0,0,0,0,0,0,0,570
7,2014,8,17,17-Aug-14,73.6,54.5,1011.4,10,3.4,7,0,82,63,0,0,0,0,0,0,0,0,476
7,2017,8,20,20-Aug-17,76.6,60.7,1015.7,10,4.2,7,0,86,69.1,0,0,0,0,0,0,0,0,538
7,2018,9,30,30-Sep-18,62.4,50.3,1026.3,10,1.9,7,0,72,54,0,0,0,0,0,0,0,0,510
7,2019,9,15,15-Sep-19,74.5,60.8,1020.5,10,2.3,7,0,82,61,0,0,0,0,0,0,0,0,604
1,2014,9,15,15-Sep-14,62.8,43.4,1022.2,10,2.5,7,0,71.1,53.1,0,0,0,0,0,0,0,0,610
6,2014,9,27,27-Sep-14,70.7,53.4,1022.3,10,2.7,7,0,82.9,57.9,0,0,0,0,0,0,0,0,600
3,2019,9,4,04-Sep-19,75.3,65.2,1014,10,3.1,7,0,87.1,66.9,0,0,0,0,0,0,0,0,600
6,2019,9,14,14-Sep-19,67.8,57.7,1026.3,10,3.1,7,0,73.9,57,0,0,0,0,0,0,0,0,488
1,2015,9,7,07-Sep-15,78.4,60.5,1018.9,10,3.4,7,0,91.9,64.9,0,0,0,0,0,0,0,0,485
1,2016,9,12,12-Sep-16,69.5,49.6,1022.8,10,4.2,7,0,82.9,62.1,0,0,0,0,0,0,0,0,648
6,2018,9,22,22-Sep-18,70.4,58.6,1018,10,4.2,7,0,73.9,64.9,0,0,0,0,0,0,0,0,562
4,2017,9,21,21-Sep-17,75.4,63.1,1015,10,4.4,7,0,80.1,71.1,0,0,0,0,0,0,0,0,535
7,2015,9,27,27-Sep-15,63.5,50,1030.5,10,4.8,7,0,72,55.9,0,0,0,0,0,0,0,0,493
2,2013,10,1,01-Oct-13,68.2,52.1,1014.9,10,2.3,7,0,82,55.9,0,0,0,0,0,0,0,0,616
6,2019,10,19,19-Oct-19,50.8,35.8,1017.2,10,2.5,7,0,60.1,43,0,0,0,0,0,0,0,0,586
5,2014,10,10,10-Oct-14,58.7,37,1018.6,10,2.6,7,0,68,52,0,0,0,0,0,0,0,0,541
4,2015,10,8,08-Oct-15,63.8,49.4,1019,10,2.9,7,0,73,57.9,0,0,0,0,0,0,0,0,666
3,2013,10,16,16-Oct-13,60.6,51.9,1018,10,3.1,7,0,72,53.1,0,0,0,0,0,0,0,0,548
2,2016,10,11,11-Oct-16,53.4,38,1030.1,10,3.2,7,0,64,46,0,0,0,0,0,0,0,0,739
4,2015,10,15,15-Oct-15,58.2,39.4,1013.9,10,3.5,7,0,69.1,51.1,0,0,0,0,0,0,0,0,683
3,2013,10,2,02-Oct-13,72.7,55.9,1014.2,10,3.6,7,0,82.9,59,0,0,0,0,0,0,0,0,647
5,2016,10,14,14-Oct-16,54.4,38.1,1025.4,10,4.1,7,0,66.9,46.9,0,0,0,0,0,0,0,0,767
2,2013,10,29,29-Oct-13,50.2,30,1028.2,10,4.9,7,0,61,43,0,0,0,0,0,0,0,0,600
3,2017,11,1,01-Nov-17,50,33.6,1025.6,10,2.4,7,0,57,43,0,0,0,0,0,0,0,0,607
1,2015,11,16,16-Nov-15,58.1,33.2,1022.2,10,2.9,7,0,66.9,51.1,0,0,0,0,0,0,0,0,618
7,2014,11,16,16-Nov-14,40,20.4,1026.6,10,2.9,7,0,44.1,33.1,0,0,0,0,0,0,0,0,429
6,2014,11,29,29-Nov-14,31.4,12.7,1026.1,10,3.1,7,0,37,27,0,0,0,0,0,0,0,0,394
6,2016,11,5,05-Nov-16,52,33.6,1022.7,10,3.1,7,0,62.1,44.1,0,0,0,0,0,0,0,0,626
4,2019,11,14,14-Nov-19,35,14.5,1029.4,10,3.3,7,0,45,23,0,0,0,0,0,0,0,0,545
7,2014,11,30,30-Nov-14,47.5,30.7,1021.2,10,3.3,7,0,54,27,0,0,0,0,0,0,0,0,377
2,2015,11,24,24-Nov-15,38.2,18,1026.1,10,3.8,7,0,46,32,0,0,0,0,0,0,0,0,733
4,2017,11,30,30-Nov-17,43.7,28.8,1024.5,10,3.9,7,0,63,37.9,0,0,0,0,0,0,0,0,663
7,2019,11,10,10-Nov-19,43.9,24,1019,10,3.9,7,0,51.1,27,0,0,0,0,0,0,0,0,457
4,2016,11,24,24-Nov-16,43.2,31.2,1024.8,10,3.9,7,0,48,35.1,0,0,0,0,0,0,0,0,428
6,2019,11,30,30-Nov-19,36.3,16.8,1018,10,4,7,0,43,30,0,0,0,0,0,0,0,0,465
5,2016,11,4,04-Nov-16,56.2,37.3,1018.4,10,4.3,7,0,72,51.1,0,0,0,0,0,0,0,0,777
7,2019,11,3,03-Nov-19,47.9,30.4,1018.6,10,4.3,7,0,54,39.9,0,0,0,0,0,0,0,0,479
2,2016,12,20,20-Dec-16,25.8,7.3,1034.2,10,2.6,7,0,33.1,19.9,0,0,0,0,0,0,0,0,719
1,2014,12,15,15-Dec-14,41.6,28.7,1016.6,10,3,7,0,48,37,0,0,0,0,0,0,0,0,720
5,2017,12,22,22-Dec-17,40,24.1,1023.8,10,3.1,7,0,50,32,0,0,0,0,0,0,0,0,720
6,2017,12,2,02-Dec-17,43.5,29,1025.2,10,3.5,7,0,52,39,0,0,0,0,0,0,0,0,575
6,2014,12,27,27-Dec-14,47.7,30.1,1022.9,10,3.5,7,0,55,39.9,0,0,0,0,0,0,0,0,406
4,2017,12,21,21-Dec-17,35.6,16.6,1020.4,10,3.7,7,0,51.1,32,0,0,0,0,0,0,0,0,742
1,2017,3,6,06-Mar-17,33.5,5.8,1032.9,10,2.6,6,0,45,14,0,0,0,0,0,0,0,0,618
6,2019,3,30,30-Mar-19,58.8,43.2,1017,10,2.6,6,0,70,48.9,0,0,0,0,0,0,0,0,516
5,2013,4,26,26-Apr-13,57.3,29.4,1026.7,10,2.5,6,0,66.9,50,0,0,0,0,0,0,0,0,675
4,2014,4,3,03-Apr-14,53.6,30.8,1018.4,10,3,6,0,66.9,42.1,0,0,0,0,0,0,0,0,592
5,2019,4,19,19-Apr-19,66,56.5,1009.3,10,3.3,6,0,80.1,51.1,0,0,0,0,0,0,0,0,551
2,2019,5,7,07-May-19,60.1,49,1020.5,10,1.3,6,0,73.9,51.1,0,0,0,0,0,0,0,0,647
4,2017,5,11,11-May-17,53.5,37.1,0,10,2.8,6,0,61,46.4,0,0,0,0,0,0,0,0,686
3,2017,5,10,10-May-17,56.9,38,1015.9,10,2.8,6,0,70,50,0,0,0,0,0,0,0,0,668
6,2014,6,7,07-Jun-14,71,50.9,1014.5,10,2.5,6,0,82,60.1,0,0,0,0,0,0,0,0,623
4,2017,6,8,08-Jun-17,62,49.5,1015.4,10,2.5,6,0,69.1,51.1,0,0,0,0,0,0,0,0,660
4,2018,6,7,07-Jun-18,63.6,53.2,1018.5,10,2.7,6,0,71.1,57.9,0,0,0,0,0,0,0,0,693
2,2018,6,26,26-Jun-18,70.5,52.1,1023,10,3.5,6,0,81,61,0,0,0,0,0,0,0,0,762
7,2018,7,8,08-Jul-18,71.3,51.4,1027.1,10,1.5,6,0,84,62.1,0,0,0,0,0,0,0,0,545
6,2019,7,27,27-Jul-19,78.2,62.3,1023.8,10,2,6,0,88,69.1,0,0,0,0,0,0,0,0,602
1,2018,7,9,09-Jul-18,75.7,54.9,1022.6,10,2.2,6,0,87.1,62.1,0,0,0,0,0,0,0,0,672
7,2016,7,3,03-Jul-16,72.1,52.2,1018.5,10,2.3,6,0,77,63,0,0,0,0,0,0,0,0,448
2,2019,7,2,02-Jul-19,78.4,60.2,1010.2,10,2.5,6,0,84.9,64.9,0,0,0,0,0,0,0,0,591
3,2018,7,11,11-Jul-18,80.9,63.3,1012.6,10,2.8,6,0,93,72,0,0,0,0,0,0,0,0,627
3,2014,7,30,30-Jul-14,70.8,51.2,1015.8,10,2.8,6,0,80.1,63,0,0,0,0,0,0,0,0,605
1,2017,7,10,10-Jul-17,76.3,57.6,1017,10,2.9,6,0,84,66.9,0,0,0,0,0,0,0,0,667
6,2018,7,14,14-Jul-18,78.5,59.7,1019.7,10,3,6,0,88,68,0,0,0,0,0,0,0,0,577
4,2017,7,6,06-Jul-17,72.9,59.1,1020.2,10,3.2,6,0,84.9,70,0,0,0,0,0,0,0,0,611
6,2014,7,19,19-Jul-14,72.2,51.3,1023.7,10,4.5,6,0,75.9,68.5,0,0,0,0,0,0,0,0,480
5,2018,8,24,24-Aug-18,73,56.4,1021.5,10,1.6,6,0,82,64.9,0,0,0,0,0,0,0,0,681
2,2013,8,6,06-Aug-13,72.1,52.5,1018.4,10,1.7,6,0,82,62.1,0,0,0,0,0,0,0,0,543
3,2014,8,20,20-Aug-14,75.1,60.5,1014.8,10,1.8,6,0,84,63,0,0,0,0,0,0,0,0,551
7,2013,8,11,11-Aug-13,73.5,53,1018.4,10,2.3,6,0,82.9,64.9,0,0,0,0,0,0,0,0,481
7,2014,8,10,10-Aug-14,77.5,56.1,1019.5,10,2.3,6,0,88,66,0,0,0,0,0,0,0,0,512
5,2019,8,16,16-Aug-19,73.5,65.6,1016.7,10,2.5,6,0,84.9,68,0,0,0,0,0,0,0,0,523
5,2015,8,28,28-Aug-15,72.7,51.5,1020.7,10,2.5,6,0,82,63,0,0,0,0,0,0,0,0,609
6,2014,8,9,09-Aug-14,76,52.8,1018.7,10,2.5,6,0,87.1,64.9,0,0,0,0,0,0,0,0,538
4,2015,8,27,27-Aug-15,73.8,52.5,1017,10,2.6,6,0,84.9,66.9,0,0,0,0,0,0,0,0,614
5,2014,8,8,08-Aug-14,73.2,51.2,1017.3,10,2.7,6,0,82.9,64.9,0,0,0,0,0,0,0,0,601
1,2019,8,12,12-Aug-19,76,56,1014.7,10,2.7,6,0,84.9,63,0,0,0,0,0,0,0,0,586
2,2019,8,27,27-Aug-19,67.7,56.8,1018.9,10,2.8,6,0,75,61,0,0,0,0,0,0,0,0,529
6,2015,8,15,15-Aug-15,80.7,60.6,1019.2,10,3.3,6,0,91.9,66.9,0,0,0,0,0,0,0,0,582
4,2013,8,15,15-Aug-13,68.6,47.5,1018.9,10,3.3,6,0,77,59,0,0,0,0,0,0,0,0,599
4,2015,8,13,13-Aug-15,75.4,53.9,1015.8,10,3.3,6,0,84.9,66.9,0,0,0,0,0,0,0,0,714
7,2017,8,6,06-Aug-17,70.2,52.8,1017.5,10,3.8,6,0,78.1,64,0,0,0,0,0,0,0,0,519
1,2017,9,11,11-Sep-17,65.4,48.3,1025.6,10,1.9,6,0,75.9,55,0,0,0,0,0,0,0,0,735
4,2016,9,22,22-Sep-16,74.2,51.3,1020.9,10,2.1,6,0,86,64.9,0,0,0,0,0,0,0,0,660
5,2016,9,16,16-Sep-16,66.2,52.8,1025.8,10,2.2,6,0,73.9,61,0,0,0,0,0,0,0,0,780
1,2018,9,3,03-Sep-18,80.7,72.4,1023.4,10,2.3,6,0,90,68,0,0,0,0,0,0,0,0,533
3,2019,9,25,25-Sep-19,67.9,49.4,1011.6,10,2.4,6,0,79,57.9,0,0,0,0,0,0,0,0,604
5,2017,9,29,29-Sep-17,61.5,43.6,1016.2,10,2.7,6,0,79,55,0,0,0,0,0,0,0,0,757
7,2018,9,23,23-Sep-18,62.9,51.9,1023.4,10,2.9,6,0,73.9,60.1,0,0,0,0,0,0,0,0,475
4,2013,9,19,19-Sep-13,64.3,47.4,1021.1,10,2.9,6,0,78.1,51.1,0,0,0,0,0,0,0,0,536
6,2013,9,7,07-Sep-13,67.8,45.9,1018.2,10,2.9,6,0,80.1,57,0,0,0,0,0,0,0,0,585
6,2019,9,28,28-Sep-19,71.3,60.2,1019.2,10,3,6,0,82,59,0,0,0,0,0,0,0,0,532
3,2017,9,27,27-Sep-17,76,68.1,1012.2,10,3.4,6,0,87.1,68,0,0,0,0,0,0,0,0,696
5,2019,9,20,20-Sep-19,65.6,45.7,1023.8,10,4,6,0,78.1,52,0,0,0,0,0,0,0,0,688
1,2018,10,1,01-Oct-18,68.5,61.5,1025.2,10,2,6,0,75.9,54,0,0,0,0,0,0,0,0,583
6,2013,10,19,19-Oct-13,58.3,42,1013.6,10,2.2,6,0,68,52,0,0,0,0,0,0,0,0,471
2,2014,10,28,28-Oct-14,60.6,44,1015.9,10,2.3,6,0,72,48,0,0,0,0,0,0,0,0,571
3,2015,10,7,07-Oct-15,64.9,49.3,1015.2,10,2.5,6,0,73,52,0,0,0,0,0,0,0,0,668
1,2013,10,14,14-Oct-13,58.2,46.2,1026.9,10,2.8,6,0,66,52,0,0,0,0,0,0,0,0,440
6,2015,10,31,31-Oct-15,49.1,31.5,1021.2,10,3,6,0,61,42.1,0,0,0,0,0,0,0,0,357
3,2015,10,14,14-Oct-15,63.8,47,1005.9,10,3.2,6,0,72,57,0,0,0,0,0,0,0,0,658
2,2015,10,27,27-Oct-15,51.9,35.6,1033.2,10,3.5,6,0,59,45,0,0,0,0,0,0,0,0,631
2,2013,10,22,22-Oct-13,59.5,44.8,1011.4,10,3.8,6,0,66.9,50,0,0,0,0,0,0,0,0,540
7,2017,11,12,12-Nov-17,37.8,19.3,1031.7,10,1.6,6,0,46,24.1,0,0,0,0,0,0,0,0,539
1,2014,11,10,10-Nov-14,51.9,32.5,1019.2,10,1.9,6,0,61,44.1,0,0,0,0,0,0,0,0,560
2,2016,11,8,08-Nov-16,52,30.6,1022.1,10,1.9,6,0,66,41,0,0,0,0,0,0,0,0,620
5,2016,11,18,18-Nov-16,52.5,37.4,1018.9,10,2,6,0,64,44.1,0,0,0,0,0,0,0,0,776
2,2019,11,5,05-Nov-19,56,44.5,1022.4,10,2.6,6,0,61,41,0,0,0,0,0,0,0,0,440
2,2016,11,1,01-Nov-16,48.9,37.2,1027,10,2.9,6,0,57.9,39.9,0,0,0,0,0,0,0,0,732
3,2013,11,6,06-Nov-13,54.4,42.1,1029,10,3,6,0,61,41,0,0,0,0,0,0,0,0,635
5,2019,11,15,15-Nov-19,43.2,22,1023.3,10,3.6,6,0,51.1,28,0,0,0,0,0,0,0,0,621
2,2013,11,5,05-Nov-13,46.8,30.4,1036.8,10,3.8,6,0,55,35.1,0,0,0,0,0,0,0,0,510
7,2013,12,1,01-Dec-13,41.3,28.2,1023.8,10,2.1,6,0,48.9,25,0,0,0,0,0,0,0,0,420
7,2019,12,8,08-Dec-19,34,18.5,1032.3,10,2.3,6,0,42.1,28,0,0,0,0,0,0,0,0,455
4,2017,7,27,27-Jul-17,70.8,62.7,1017.2,10,2.4,6,0,78.1,64.9,0,0,0,1,0,0,0,0,610
7,2018,9,2,02-Sep-18,73.4,65.7,1024.5,10,1.1,6,0,81,68,0,0,0,1,0,0,0,0,528
4,2014,1,9,09-Jan-14,25.3,5.4,1035.2,10,2.8,8,0,32,9,0,0,0,0,0,0,0,0,561
4,2016,1,7,07-Jan-16,37.9,8.7,1027.2,10,2.9,8,0,46,25,0,0,0,0,0,0,0,0,542
4,2015,1,15,15-Jan-15,29.5,16.3,1019.8,10,3.6,8,0,34,25,0,0,0,0,0,0,0,0,548
5,2016,1,8,08-Jan-16,40.2,25.5,1022.4,10,4.3,8.9,0,44.6,35.6,0,0,0,0,0,0,0,0,602
5,2018,1,19,19-Jan-18,30.4,13.7,1017,10,4.8,8.9,0,37.9,18,0,0,0,0,0,0,0,0,599
6,2019,1,12,12-Jan-19,25.6,4.9,1031.9,10,0,0,0,34,19.9,0,0,0,0,0,0,0,0,520
5,2019,1,11,11-Jan-19,26.7,6.8,1020.4,10,0,0,0,34,21,0,0,0,0,0,0,0,0,644
1,2019,1,28,28-Jan-19,31.4,11.7,1017.4,10,0,0,0,45,24.8,0,0,0,0,0,0,0,0,565
2,2019,1,15,15-Jan-19,29.3,12,1020.2,10,0,0,0,36,21.9,0,0,0,0,0,0,0,0,618
6,2019,1,26,26-Jan-19,29.1,3.5,1023.1,10,0,0,0,39.9,24.1,0,0,0,0,0,0,0,0,533
1,2019,1,7,07-Jan-19,29.5,7.7,1029,10,0,0,0,48.9,25,0,0,0,0,0,0,0,0,584
3,2019,1,23,23-Jan-19,35.5,15.8,1027.7,10,0,0,0,46,28.9,0,0,0,0,0,0,0,0,553
1,2019,1,14,14-Jan-19,26.7,11.2,1024.2,10,0,0,0,33.1,21.9,0,0,0,0,0,0,0,0,703
4,2019,1,17,17-Jan-19,30.1,10,1026.1,10,0,0,0,39,24.1,0,0,0,0,0,0,0,0,586
7,2019,1,27,27-Jan-19,39.6,22.2,1018.6,10,0,0,0,48.9,24.1,0,0,0,0,0,0,0,0,445
2,2019,1,22,22-Jan-19,18.9,-0.6,1033.7,10,0,0,0,30,3.9,0,0,0,0,0,0,0,0,627
2,2018,2,6,06-Feb-18,31,13.5,1026.8,10,3.4,8.9,0,39.9,26.1,0,0,0,0,0,0,0,0,545
6,2019,2,16,16-Feb-19,42.3,21.8,1009.1,10,0,0,0,59,34,0,0,0,0,0,0,0,0,535
3,2019,2,27,27-Feb-19,26.3,7.1,1028.3,10,0,0,0,36,23,0,0,0,0,1,0,0,0,529
5,2019,2,15,15-Feb-19,48.4,34.5,1009.6,10,0,0,0,59,33.1,0,0,0,0,0,0,0,0,616
7,2019,2,10,10-Feb-19,28.3,8.7,1036.9,10,0,0,0,35.1,23,0,0,0,0,0,0,0,0,445
2,2019,2,26,26-Feb-19,30.1,6.3,1025.4,10,0,0,0,43,26.1,0,0,0,0,0,0,0,0,670
7,2019,2,17,17-Feb-19,32.2,14.8,1018.2,10,0,0,0,46.9,26.1,0,0,0,0,0,0,0,0,439
1,2019,2,11,11-Feb-19,33.9,16.4,1026.8,10,0,0,0,37.9,23,0,0,0,0,0,0,0,0,568
6,2019,2,2,02-Feb-19,23.3,5,1025.6,10,0,0,0,34,10.9,0,0,0,0,0,0,0,0,577
6,2019,2,23,23-Feb-19,37.3,22.7,1030.8,10,0,0,0,44.1,32,0,0,0,0,0,0,0,0,439
5,2019,2,1,01-Feb-19,14.9,-7.7,1029.5,10,0,0,0,21,1.9,0,0,0,0,0,0,0,0,651
4,2019,3,28,28-Mar-19,42.4,26.6,1029.7,10,1.3,5.1,0,53.1,34,0,0,0,0,0,0,0,0,644
5,2019,3,29,29-Mar-19,52.8,37.8,1020.3,10,1.6,5.1,0,59,37,0,0,0,1,0,0,0,0,563
2,2019,3,19,19-Mar-19,41.6,15.5,1028.6,10,2.5,8,0,51.1,32,0,0,0,0,0,0,0,0,565
1,2019,3,25,25-Mar-19,52.5,25.3,1017.2,10,3.4,8,0,60.1,37.9,0,0,0,0,0,0,0,0,526
6,2013,3,30,30-Mar-13,48,24.5,1019.9,10,3.8,8,0,59,39.9,0,0,0,0,0,0,0,0,513
4,2018,3,1,01-Mar-18,55.6,37.8,1009.9,10,4.2,8,0,61,42.1,0,0,0,0,0,0,0,0,619
7,2016,3,27,27-Mar-16,45.7,34.5,1027.8,10,4.2,8,0,55,37.9,0,0,0,0,0,0,0,0,459
2,2015,3,24,24-Mar-15,33.8,5.9,1026,10,4.2,9.9,0,45,23,0,0,0,0,0,0,0,0,601
6,2016,3,12,12-Mar-16,50.1,29.6,1024.8,10,4.4,8,0,68,39.9,0,0,0,0,0,0,0,0,625
4,2013,3,28,28-Mar-13,43.3,27.8,1015.4,10,4.7,8.9,0,51.1,37,0,0,0,0,0,0,0,0,549
7,2019,4,7,07-Apr-19,58.2,39,1023.3,10,1.7,5.1,0,68,39,0,0,0,0,0,0,0,0,487
7,2016,4,17,17-Apr-16,56.1,30.7,1029.3,10,2.3,8,0,75,43,0,0,0,0,0,0,0,0,568
2,2019,4,2,02-Apr-19,43.7,19.4,1027.7,10,2.5,5.1,0,52,33.1,0,0,0,0,0,0,0,0,553
6,2015,4,18,18-Apr-15,68,43.4,1013.9,10,2.8,8,0,80.1,55,0,0,0,0,0,0,0,0,605
1,2016,4,18,18-Apr-16,63.8,31,1022.7,10,2.8,8.9,0,82,44.1,0,0,0,0,0,0,0,0,687
7,2015,4,12,12-Apr-15,51.3,26.1,1024.8,10,3.4,8,0,66,43,0,0,0,0,0,0,0,0,443
1,2014,4,21,21-Apr-14,52,27.4,1021.8,10,3.6,8,0,66.9,41,0,0,0,0,0,0,0,0,521
1,2014,4,28,28-Apr-14,54.5,32.5,1018.5,10,3.6,8.9,0,66.9,45,0,0,0,0,0,0,0,0,597
1,2018,5,7,07-May-18,62.5,49.3,1016.4,10,1.5,5.1,0,75,54,0,0,0,1,0,0,0,0,695
2,2018,5,8,08-May-18,61.7,48.3,1023.5,10,1.8,5.1,0,77,53.1,0,0,0,0,0,0,0,0,736
6,2013,5,18,18-May-13,61,46.6,1024.6,10,2.2,8.9,0,66.9,55.9,0,0,0,0,0,0,0,0,506
4,2015,5,21,21-May-15,56.7,36.2,1015.3,10,2.5,5.1,0,66.9,52,0,0,0,0,0,0,0,0,615
7,2015,5,3,03-May-15,61.6,36.8,1017.9,10,2.5,8,0,80.1,48,0,0,0,0,0,0,0,0,555
4,2016,5,12,12-May-16,66.5,41,1019.4,10,2.5,8,0,80.1,50,0,0,0,0,0,0,0,0,744
5,2016,5,20,20-May-16,63.4,39.4,1022.4,10,3.1,8,0,75.9,53.1,0,0,0,0,0,0,0,0,782
2,2017,5,9,09-May-17,53.3,33.1,1013.9,10,4.1,8,0,63,44.1,0,0,0,0,0,0,0,0,651
2,2013,5,14,14-May-13,51.1,27.2,1018.8,10,4.3,8,0,61,42.1,0,0,0,0,0,0,0,0,565
