day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,NUM_COLLISIONS,Driver_Inattention,Following_Too_Close,Traffic_Control_Disregarded,Unsafe_Speed,Pavement_Slippery,Alcohol_Involvement,Reaction_Uninvolved_Vehicle,View_Obstructed,Outside_Car_Distraction,Pedestrian_Bicyclist_Confusion,Aggressive_Driving_Rage,Obstruction_Debris,Glare,Pavement_Defective,Animals_Action,Driverless_Runaway_Vehicle,Lighting_Defects,Tinted_Windows,Windshield_Inadequate
7,2015,10,25,2015-10-25,59.1,47.6,1020.2,9.7,4.0,7.0,17.1,68.0,55.0,0.02,999.9,0,1,0,161,102,1,12,1,10,10,1,0,15,0,4,3,1,0,1,0,0,0,0
4,2015,10,08,2015-10-08,63.8,49.4,1019.0,10.0,2.9,7.0,999.9,73.0,57.9,0.0,999.9,0,0,0,144,104,1,11,0,0,2,2,7,11,1,0,2,2,1,0,0,0,0,0
3,2015,08,05,2015-08-05,79.3,55.3,1012.2,10.0,2.6,7.0,14.0,89.1,69.1,0.0,999.9,0,0,0,128,105,1,8,0,0,1,3,0,7,0,1,2,0,0,0,0,0,0,0
2,2014,12,16,2014-12-16,43.2,35.2,1018.3,8.3,2.8,7.0,999.9,48.9,37.0,0.0,999.9,0,1,0,149,106,0,9,1,12,1,1,5,7,0,2,1,0,2,1,0,1,0,0
3,2016,01,06,2016-01-06,31.2,2.8,1034.2,10.0,2.4,7.0,999.9,41.0,10.9,0.0,999.9,0,0,0,154,106,7,13,2,3,4,2,3,8,1,1,0,4,0,0,0,0,0,0
1,2015,03,09,2015-03-09,46.6,23.0,1020.7,9.8,4.2,7.0,15.0,54.0,37.0,0.01,16.1,0,1,0,164,108,0,12,2,9,6,6,5,8,0,2,1,3,0,0,0,2,0,0
4,2016,11,24,2016-11-24,43.2,31.2,1024.8,10.0,3.9,7.0,999.9,48.0,35.1,0.0,999.9,0,0,0,218,108,50,18,13,4,10,5,1,2,3,1,1,0,1,0,1,0,0,0
3,2015,07,29,2015-07-29,85.4,65.7,1014.4,9.4,2.7,7.0,999.9,96.1,75.0,0.0,999.9,0,0,0,140,108,0,11,1,0,5,1,2,6,0,1,1,3,1,0,0,0,0,0
5,2013,06,21,2013-06-21,71.6,51.6,1025.1,10.0,3.9,7.0,999.9,82.0,64.0,0.0,999.9,0,0,0,141,108,2,5,1,0,6,0,3,11,0,3,1,1,0,0,0,0,0,0
3,2015,06,03,2015-06-03,58.0,49.6,1022.4,9.0,4.5,7.0,999.9,70.0,52.0,0.26,999.9,0,1,0,157,109,1,11,1,2,4,1,4,17,0,1,3,2,0,1,0,0,0,0
1,2014,09,15,2014-09-15,62.8,43.4,1022.2,10.0,2.5,7.0,999.9,71.1,53.1,0.0,999.9,0,0,0,142,110,0,5,3,1,7,0,2,9,0,1,2,1,1,0,0,0,0,0
2,2015,11,24,2015-11-24,38.2,18.0,1026.1,10.0,3.8,7.0,999.9,46.0,32.0,0.0,999.9,0,0,0,151,110,0,13,2,0,5,0,3,9,0,6,0,3,0,0,0,0,0,0
6,2017,01,21,2017-01-21,42.9,41.0,1011.5,5.3,4.0,7.0,14.0,48.9,39.9,0.1,999.9,0,0,0,240,110,56,15,14,3,10,13,6,2,3,2,0,0,4,2,0,0,0,0
2,2015,08,25,2015-08-25,80.9,64.3,1010.5,9.7,3.0,7.0,999.9,89.1,73.0,0.0,999.9,0,0,0,145,111,0,8,3,0,4,3,6,6,0,2,1,1,0,0,0,0,0,0
1,2015,11,16,2015-11-16,58.1,33.2,1022.2,10.0,2.9,7.0,999.9,66.9,51.1,0.0,999.9,0,0,0,139,112,0,8,1,1,4,2,0,4,0,3,1,3,0,0,0,0,0,0
1,2015,05,11,2015-05-11,75.3,65.0,1019.1,8.5,3.6,7.0,15.9,84.0,61.0,0.0,999.9,0,1,0,146,113,1,8,0,0,3,3,3,9,0,2,1,1,2,0,0,0,0,0
2,2015,09,01,2015-09-01,82.0,64.0,1016.4,8.5,2.6,7.0,999.9,91.0,75.9,0.0,999.9,0,0,0,156,113,1,14,0,0,2,2,6,10,0,2,1,0,5,0,0,0,0,0
6,2015,08,22,2015-08-22,76.9,53.1,1018.3,9.2,3.7,7.0,999.9,87.1,69.1,0.32,999.9,0,0,0,141,113,0,9,1,0,5,0,3,4,0,1,2,2,1,0,0,0,0,0
5,2014,10,03,2014-10-03,62.9,50.7,1018.1,10.0,3.6,7.0,14.0,71.1,55.9,0.0,999.9,0,0,0,151,114,0,10,1,3,6,0,2,7,0,2,3,1,1,1,0,0,0,0
3,2016,03,16,2016-03-16,54.5,43.0,1009.7,9.6,2.6,7.0,999.9,64.9,44.1,0.0,999.9,0,1,0,245,114,63,12,10,3,9,6,4,2,3,9,3,2,1,3,0,0,1,0
2,2015,08,18,2015-08-18,81.8,67.0,1016.4,8.7,3.6,7.0,999.9,95.0,73.0,0.29,999.9,0,1,0,153,115,1,13,1,1,4,3,1,7,0,3,2,2,0,0,0,0,0,0
3,2015,04,29,2015-04-29,64.9,36.8,1005.7,10.0,4.3,7.0,17.1,78.1,50.0,0.0,999.9,0,0,0,167,116,0,10,1,0,5,2,3,18,0,6,0,2,1,3,0,0,0,0
4,2015,10,15,2015-10-15,58.2,39.4,1013.9,10.0,3.5,7.0,999.9,69.1,51.1,0.0,999.9,0,0,0,161,117,0,7,0,1,6,1,3,17,0,3,1,5,0,0,0,0,0,0
7,2019,11,03,2019-11-03,47.9,30.4,1018.6,10.0,4.3,7.0,999.9,54.0,39.9,0.0,999.9,0,0,0,214,117,50,12,7,0,8,7,3,3,1,1,1,1,2,1,0,0,0,0
1,2014,12,15,2014-12-15,41.6,28.7,1016.6,10.0,3.0,7.0,999.9,48.0,37.0,0.0,999.9,0,0,0,158,117,0,9,1,1,4,2,4,13,0,1,0,5,0,1,0,0,0,0
1,2017,01,16,2017-01-16,35.0,20.0,1029.7,10.0,3.1,7.0,999.9,43.0,30.0,0.0,1.2,0,0,0,213,118,48,11,7,1,3,11,2,1,3,3,2,2,1,0,0,0,0,0
7,2019,08,18,2019-08-18,79.3,72.9,1015.6,8.0,1.8,7.0,999.9,90.0,70.0,0.0,999.9,0,1,0,239,119,52,14,7,5,13,9,8,1,4,3,0,1,1,2,0,0,0,0
6,2019,11,30,2019-11-30,36.3,16.8,1018.0,10.0,4.0,7.0,999.9,43.0,30.0,0.0,999.9,0,0,0,212,119,43,15,9,0,10,3,1,2,2,3,1,1,0,3,0,0,0,0
3,2015,09,02,2015-09-02,81.1,64.3,1015.7,7.5,1.8,7.0,999.9,91.0,73.9,0.0,999.9,0,0,0,151,119,1,8,3,0,3,2,3,3,0,4,3,0,2,0,0,0,0,0
5,2015,08,14,2015-08-14,77.1,53.2,1020.1,10.0,2.2,7.0,999.9,88.0,66.9,0.0,999.9,0,0,0,159,122,1,10,0,1,6,2,3,10,0,1,0,0,1,0,0,1,0,1
5,2017,11,24,2017-11-24,41.2,21.7,1016.4,10.0,2.9,7.0,15.0,50.0,30.9,0.0,999.9,0,0,0,235,123,51,11,10,1,6,12,8,0,2,3,1,3,0,3,1,0,0,0
5,2015,06,05,2015-06-05,59.4,51.0,1020.7,8.1,3.2,7.0,999.9,70.0,54.0,0.0,999.9,0,1,0,163,124,0,15,0,2,5,2,2,6,0,5,0,0,1,0,0,1,0,0
6,2019,09,14,2019-09-14,67.8,57.7,1026.3,10.0,3.1,7.0,999.9,73.9,57.0,0.0,999.9,0,0,0,230,124,49,5,10,0,8,10,6,1,5,9,1,0,0,2,0,0,0,0
6,2015,10,10,2015-10-10,58.9,42.6,1016.9,9.9,2.6,7.0,999.9,78.1,50.0,0.89,999.9,0,0,0,173,125,0,11,1,0,8,1,4,15,0,3,2,2,0,1,0,0,0,0
1,2018,10,08,2018-10-08,68.2,64.6,1027.8,8.1,3.1,7.0,14.0,79.0,64.0,0.0,999.9,0,0,0,227,126,41,8,14,6,6,10,6,2,3,3,1,0,0,1,0,0,0,0
2,2019,08,13,2019-08-13,75.8,66.8,1010.1,9.4,3.6,7.0,15.0,84.9,68.0,0.04,999.9,0,1,0,219,126,44,5,10,2,8,9,3,2,3,3,3,0,0,0,1,0,0,0
6,2019,11,02,2019-11-02,46.0,30.4,1022.2,10.0,3.6,7.0,999.9,53.1,39.9,0.11,999.9,0,0,0,230,127,44,8,12,0,6,11,7,2,3,3,3,3,0,0,1,0,0,0
2,2019,10,01,2019-10-01,69.9,57.9,1018.9,10.0,3.0,7.0,14.0,81.0,60.1,0.0,999.9,0,0,0,216,127,43,10,6,0,1,10,5,1,8,2,1,1,0,0,1,0,0,0
7,2019,05,19,2019-05-19,66.9,55.1,1016.9,10.0,2.2,7.0,15.9,75.9,55.9,0.0,999.9,0,0,0,246,127,51,17,7,1,15,9,5,2,5,5,0,0,2,0,0,0,0,0
7,2018,09,30,2018-09-30,62.4,50.3,1026.3,10.0,1.9,7.0,999.9,72.0,54.0,0.0,999.9,0,0,0,245,128,57,15,11,0,5,12,2,2,6,6,0,0,0,0,1,0,0,0
1,2018,02,19,2018-02-19,42.5,31.4,1031.8,9.8,3.8,7.0,14.0,48.9,33.1,0.01,3.1,0,1,0,210,128,25,16,6,7,6,6,4,2,6,0,2,0,0,0,2,0,0,0
6,2018,02,10,2018-02-10,43.0,37.6,1026.2,7.3,2.5,7.0,15.9,50.0,26.1,0.0,999.9,1,1,0,265,130,54,7,9,15,23,11,7,1,1,3,0,0,2,0,1,0,0,1
7,2017,08,13,2017-08-13,76.1,64.9,1013.2,9.8,3.7,7.0,999.9,82.9,64.0,0.0,999.9,0,0,0,266,131,68,9,9,0,12,16,5,1,3,7,2,1,0,1,1,0,0,0
1,2016,02,01,2016-02-01,52.1,35.4,1009.2,9.8,5.0,7.0,18.1,59.0,36.0,0.0,3.9,0,1,0,173,131,0,11,1,11,2,1,3,8,1,0,1,2,0,0,0,0,0,1
5,2015,07,17,2015-07-17,72.5,57.8,1018.5,10.0,3.1,7.0,15.9,81.0,64.0,0.0,999.9,0,0,0,174,132,0,13,0,0,6,1,3,12,0,3,2,1,0,1,0,0,0,0
4,2017,09,21,2017-09-21,75.4,63.1,1015.0,10.0,4.4,7.0,999.9,80.1,71.1,0.0,999.9,0,0,0,231,132,53,7,10,0,7,5,6,1,4,5,1,0,0,0,0,0,0,0
7,2016,06,19,2016-06-19,74.2,54.4,1025.2,9.4,2.0,7.0,17.1,88.0,61.0,0.0,999.9,0,0,0,263,133,61,12,9,0,14,12,5,1,9,1,2,2,2,0,0,0,0,0
7,2019,12,22,2019-12-22,36.6,23.4,1027.7,8.3,3.5,7.0,14.0,46.0,23.0,0.0,999.9,0,0,0,231,133,52,8,8,2,8,6,4,1,4,2,0,0,0,2,0,0,1,0
3,2017,11,01,2017-11-01,50.0,33.6,1025.6,10.0,2.4,7.0,999.9,57.0,43.0,0.0,999.9,0,0,0,251,133,61,12,12,0,6,10,5,1,4,3,1,0,0,0,2,1,0,0
2,2015,05,26,2015-05-26,76.1,57.5,1021.8,10.0,4.5,7.0,15.9,88.0,64.0,0.0,999.9,0,0,0,170,135,0,10,1,0,2,1,3,6,0,5,3,3,1,0,0,0,0,0
5,2015,06,19,2015-06-19,74.6,62.5,1013.0,9.5,2.6,7.0,999.9,87.1,64.0,0.0,999.9,0,0,0,174,135,2,14,1,0,4,0,7,5,1,2,1,0,2,0,0,0,0,0
3,2017,02,22,2017-02-22,47.2,35.4,1017.0,9.8,3.5,7.0,19.0,57.0,34.0,0.0,999.9,0,0,0,240,136,49,7,8,0,7,14,7,1,7,2,0,1,0,0,0,1,0,0
1,2018,02,26,2018-02-26,45.7,34.8,1018.9,8.4,3.5,7.0,999.9,52.0,39.9,0.23,999.9,0,0,0,261,136,57,17,13,0,5,13,7,2,5,1,0,0,1,3,1,0,0,0
5,2017,04,14,2017-04-14,56.4,26.5,1028.3,10.0,3.2,7.0,15.9,66.0,48.0,0.0,999.9,0,0,0,261,136,58,9,14,0,7,11,4,3,9,2,0,4,1,0,3,0,0,0
6,2017,05,27,2017-05-27,66.2,54.2,1010.6,10.0,3.2,7.0,999.9,73.0,55.9,0.1,999.9,0,0,0,242,137,53,7,12,0,9,14,4,2,3,1,0,0,0,0,0,0,0,0
2,2016,02,02,2016-02-02,44.5,24.1,1023.0,10.0,3.4,7.0,999.9,59.0,37.9,0.01,2.0,0,0,0,180,138,1,10,0,4,5,3,2,7,0,0,1,7,1,0,0,0,0,1
3,2017,04,12,2017-04-12,65.2,51.0,1019.8,9.7,2.2,7.0,999.9,80.1,57.9,0.0,999.9,0,1,0,263,139,71,11,7,1,8,10,6,1,3,2,0,0,1,0,3,0,0,0
1,2019,04,22,2019-04-22,57.1,49.0,1017.7,8.7,4.1,7.0,999.9,66.0,52.0,0.0,999.9,0,1,0,243,139,56,8,5,14,3,5,5,0,3,1,1,0,2,0,1,0,0,0
1,2019,04,29,2019-04-29,49.5,29.7,1027.1,10.0,2.7,7.0,999.9,60.1,41.0,0.01,999.9,0,0,0,252,139,55,12,14,0,5,13,4,0,4,2,1,1,0,1,0,0,1,0
6,2018,09,22,2018-09-22,70.4,58.6,1018.0,10.0,4.2,7.0,999.9,73.9,64.9,0.0,999.9,0,0,0,263,139,53,11,11,0,13,7,10,2,8,6,1,0,1,1,0,0,0,0
4,2019,11,14,2019-11-14,35.0,14.5,1029.4,10.0,3.3,7.0,999.9,45.0,23.0,0.0,999.9,0,0,0,221,139,41,9,5,1,2,5,9,1,6,1,0,0,0,2,0,0,0,0
6,2017,11,18,2017-11-18,42.6,26.4,1012.5,9.6,2.6,7.0,999.9,51.1,34.0,0.0,999.9,0,1,0,291,140,63,20,15,12,13,10,4,1,3,6,1,1,0,0,2,0,0,0
1,2016,09,26,2016-09-26,63.1,44.4,1021.0,10.0,3.2,7.0,17.1,73.9,54.0,0.0,999.9,0,0,0,276,140,71,10,12,0,6,13,4,1,5,1,3,8,1,0,0,1,0,0
3,2019,08,21,2019-08-21,79.6,70.7,1014.1,8.8,1.5,7.0,15.9,88.0,73.9,0.0,999.9,0,1,0,237,141,51,6,8,6,4,4,2,4,7,0,2,0,0,1,1,0,0,0
3,2017,08,16,2017-08-16,76.0,66.3,1013.9,6.9,1.5,7.0,999.9,87.1,68.0,0.17,999.9,0,0,0,266,141,59,16,11,1,3,9,6,2,12,3,2,1,0,0,0,0,0,0
7,2017,08,20,2017-08-20,76.6,60.7,1015.7,10.0,4.2,7.0,999.9,86.0,69.1,0.0,999.9,0,0,0,272,141,66,19,16,0,6,4,1,1,7,5,2,1,2,1,0,0,0,0
3,2016,07,13,2016-07-13,76.2,65.9,1017.8,9.4,4.1,7.0,14.0,84.9,68.0,0.0,999.9,0,0,0,271,141,72,6,12,0,8,7,9,2,8,0,2,2,1,1,0,0,0,0
1,2017,10,09,2017-10-09,73.9,71.5,1014.3,6.5,3.5,7.0,15.9,77.0,71.1,0.27,999.9,0,1,0,304,142,63,19,14,24,8,12,9,1,3,2,7,0,0,0,0,0,0,0
7,2018,07,01,2018-07-01,86.4,67.6,1016.2,9.3,2.1,7.0,999.9,96.1,72.0,0.0,999.9,0,0,0,264,142,73,11,13,1,4,10,1,2,2,2,1,0,1,0,1,0,0,0
7,2019,11,10,2019-11-10,43.9,24.0,1019.0,10.0,3.9,7.0,999.9,51.1,27.0,0.0,999.9,0,0,0,232,143,40,7,11,0,16,4,1,1,3,2,1,1,0,1,1,0,0,0
7,2017,07,30,2017-07-30,72.4,51.4,1014.6,10.0,4.4,7.0,999.9,82.0,64.0,0.0,999.9,0,0,0,298,144,69,17,21,1,11,9,8,0,9,1,2,4,0,1,1,0,0,0
4,2017,11,30,2017-11-30,43.7,28.8,1024.5,10.0,3.9,7.0,999.9,63.0,37.9,0.0,999.9,0,0,0,282,145,77,12,11,2,4,10,8,1,3,5,0,1,2,0,1,0,0,0
3,2017,09,06,2017-09-06,67.8,62.1,1010.8,8.1,2.4,7.0,999.9,84.9,62.1,0.01,999.9,0,1,0,265,145,55,21,8,8,5,10,7,1,4,1,0,0,0,0,0,0,0,0
7,2018,05,13,2018-05-13,52.9,49.8,1020.3,8.5,2.2,7.0,999.9,63.0,51.1,0.16,999.9,0,1,0,272,147,53,11,14,11,10,17,2,0,3,2,0,0,1,1,0,0,0,0
1,2019,03,18,2019-03-18,38.3,11.2,1024.4,10.0,3.0,7.0,999.9,46.0,32.0,0.0,999.9,0,0,0,267,147,63,7,11,0,6,13,6,2,4,1,2,3,0,1,0,1,0,0
5,2017,08,25,2017-08-25,70.5,53.5,1017.9,10.0,2.1,7.0,999.9,80.1,63.0,0.0,999.9,0,0,0,294,147,65,13,11,0,10,21,6,2,5,6,0,1,5,0,2,0,0,0
7,2019,09,22,2019-09-22,75.1,59.7,1020.2,9.9,2.6,7.0,999.9,86.0,61.0,0.0,999.9,0,0,0,244,147,51,5,11,0,9,6,3,1,4,3,2,0,0,1,1,0,0,0
1,2019,04,08,2019-04-08,63.6,50.3,1011.6,8.3,2.0,7.0,17.1,79.0,51.1,0.26,999.9,0,1,0,262,148,61,8,8,4,10,3,7,0,6,6,1,0,0,0,0,0,0,0
3,2019,08,14,2019-08-14,76.6,68.8,1009.3,8.4,2.8,7.0,999.9,84.0,71.1,0.03,999.9,0,0,0,253,148,49,7,11,6,6,7,6,1,3,2,2,0,3,1,1,0,0,0
5,2015,09,18,2015-09-18,76.3,54.7,1016.9,9.8,2.4,7.0,999.9,89.1,68.0,0.0,999.9,0,0,0,192,149,0,13,1,1,4,3,5,6,0,4,2,2,1,1,0,0,0,0
7,2016,08,07,2016-08-07,79.0,58.7,1010.3,9.7,3.2,7.0,15.9,87.1,70.0,0.05,999.9,0,0,0,292,149,70,17,16,1,12,8,4,1,4,4,3,2,1,0,0,0,0,0
5,2017,12,08,2017-12-08,37.1,18.6,1017.3,10.0,3.7,7.0,14.0,44.1,34.0,0.0,999.9,0,0,0,275,149,67,7,11,0,9,13,8,2,1,1,3,1,0,3,0,0,0,0
6,2016,09,10,2016-09-10,81.1,72.9,1014.9,6.5,3.4,7.0,999.9,91.0,73.9,0.22,999.9,0,1,0,279,149,63,15,6,3,6,16,3,0,8,3,3,0,1,1,1,0,1,0
1,2017,12,04,2017-12-04,45.1,38.7,1028.1,7.3,2.5,7.0,999.9,51.1,39.9,0.0,999.9,0,0,0,293,150,70,16,9,0,6,16,11,5,3,5,0,1,0,0,0,0,0,1
6,2016,05,28,2016-05-28,79.6,62.6,1018.7,7.7,4.4,7.0,15.0,90.0,71.1,0.0,999.9,0,0,0,288,151,57,17,18,2,10,13,4,3,6,4,1,2,0,0,0,0,0,0
6,2017,10,07,2017-10-07,72.5,64.8,1018.7,8.2,2.6,7.0,999.9,82.0,66.0,0.0,999.9,0,0,0,289,151,71,14,11,0,11,9,3,2,8,2,1,1,2,1,2,0,0,0
2,2018,02,27,2018-02-27,46.5,21.0,1026.3,10.0,3.6,7.0,999.9,55.9,39.0,0.0,999.9,0,0,0,284,151,75,9,10,0,4,9,3,1,6,7,1,7,1,0,0,0,0,0
3,2016,07,20,2016-07-20,76.5,52.6,1021.9,9.7,3.1,7.0,999.9,84.9,68.0,0.0,999.9,0,0,0,313,152,90,11,17,0,3,14,11,2,7,1,1,0,1,1,2,0,0,0
7,2019,03,24,2019-03-24,47.3,11.8,1020.1,10.0,4.5,7.0,15.9,60.1,35.1,0.0,999.9,0,0,0,252,152,53,8,9,0,8,10,2,0,3,3,2,0,1,1,0,0,0,0
1,2017,06,05,2017-06-05,62.5,58.8,1008.5,5.4,3.6,7.0,999.9,70.0,55.9,0.11,999.9,0,1,0,282,152,61,15,16,3,5,9,11,1,3,4,0,0,1,1,0,0,0,0
7,2017,10,08,2017-10-08,73.9,69.7,1014.7,8.9,4.5,7.0,999.9,81.0,66.0,0.0,999.9,0,1,0,286,152,56,11,12,14,11,10,9,2,4,3,0,0,0,1,1,0,0,0
5,2017,10,06,2017-10-06,73.3,61.9,1018.2,9.8,2.8,7.0,999.9,82.9,64.9,0.0,999.9,0,1,0,289,152,81,7,10,0,4,15,5,1,6,2,1,1,0,1,3,0,0,0
1,2017,06,26,2017-06-26,72.4,51.0,1015.7,10.0,3.5,7.0,999.9,82.9,64.0,0.0,999.9,0,0,0,311,153,82,17,8,0,9,12,8,4,13,0,2,2,0,0,1,0,0,0
4,2017,08,24,2017-08-24,72.9,52.0,1012.8,10.0,2.4,7.0,999.9,81.0,64.9,0.0,999.9,0,0,0,289,153,72,15,8,1,7,7,9,1,9,4,2,1,0,0,0,0,0,0
1,2017,05,01,2017-05-01,57.2,49.7,1015.2,6.8,4.2,7.0,999.9,73.9,48.9,0.0,999.9,0,0,0,285,153,59,11,15,2,4,19,5,1,7,3,3,1,0,1,1,0,0,0
6,2019,07,20,2019-07-20,88.2,73.3,1010.2,9.8,4.1,7.0,999.9,95.0,71.1,0.0,999.9,0,0,0,280,154,60,7,16,1,11,16,4,2,2,3,1,2,0,1,0,0,0,0
6,2017,08,19,2017-08-19,77.9,68.2,1009.9,9.5,2.5,7.0,15.0,86.0,73.0,0.85,999.9,0,0,0,309,155,72,15,19,2,16,12,4,3,3,4,1,0,2,0,1,0,0,0
1,2017,05,22,2017-05-22,56.7,51.8,1021.0,6.8,2.7,7.0,999.9,61.0,53.1,0.13,999.9,0,1,0,333,155,94,17,16,16,2,16,5,1,5,4,0,0,0,2,0,0,0,0
4,2018,08,16,2018-08-16,82.0,68.1,1016.6,8.0,2.4,7.0,999.9,88.0,70.0,0.0,999.9,0,0,0,278,155,71,16,6,0,3,6,8,2,4,4,0,0,2,0,1,0,0,0
4,2019,08,15,2019-08-15,75.6,66.0,1014.9,9.3,3.5,7.0,999.9,84.9,70.0,0.0,999.9,0,0,0,246,155,52,8,10,0,2,3,5,0,5,3,1,1,0,1,0,0,0,0
1,2017,10,23,2017-10-23,66.7,59.7,1024.5,9.6,2.9,7.0,17.1,75.9,57.0,0.0,999.9,0,0,0,322,155,93,11,9,1,3,13,12,5,6,7,2,2,1,2,0,0,0,0
6,2017,09,16,2017-09-16,74.6,67.6,1019.7,6.4,2.3,7.0,999.9,82.0,66.9,0.0,999.9,0,0,0,302,155,74,18,12,1,16,14,1,2,3,4,1,0,0,1,0,0,0,0
3,2016,08,31,2016-08-31,78.9,66.3,1014.9,8.3,2.5,7.0,999.9,89.1,69.1,0.0,999.9,0,0,0,287,156,77,12,9,1,4,12,5,2,2,5,0,0,0,1,0,1,0,0
1,2019,10,28,2019-10-28,58.9,50.1,1018.6,10.0,2.9,7.0,999.9,66.9,55.0,1.34,999.9,0,0,0,280,156,66,10,7,0,7,12,7,3,5,3,1,0,2,1,0,0,0,0
6,2016,06,04,2016-06-04,72.4,63.1,1015.5,6.4,2.1,7.0,999.9,82.9,63.0,0.03,999.9,0,1,0,300,156,74,8,10,3,12,16,5,3,4,6,2,0,0,0,1,0,0,0
2,2017,11,14,2017-11-14,41.3,32.1,1026.2,10.0,3.7,7.0,999.9,48.0,35.1,0.07,999.9,0,0,0,281,157,73,8,12,0,4,10,6,0,3,3,1,0,3,1,0,0,0,0
6,2017,09,02,2017-09-02,61.9,45.4,1022.5,9.8,4.4,7.0,999.9,71.1,54.0,0.0,999.9,0,1,0,268,157,55,13,9,4,13,4,5,1,4,2,0,0,0,1,0,0,0,0
2,2017,03,07,2017-03-07,45.6,37.1,1026.2,8.7,3.8,7.0,15.0,52.0,26.1,0.0,999.9,0,1,0,292,157,62,12,11,13,3,16,7,1,3,3,1,0,0,0,3,0,0,0
3,2017,04,05,2017-04-05,51.2,43.5,1010.7,6.9,2.6,7.0,999.9,64.9,45.0,0.01,999.9,0,0,0,292,157,80,13,15,0,3,9,5,0,3,3,0,0,2,1,1,0,0,0
6,2016,07,30,2016-07-30,77.0,69.4,1014.5,6.0,3.0,7.0,999.9,84.9,69.1,0.15,999.9,0,1,0,300,157,59,16,18,10,13,5,4,1,6,1,0,1,4,1,2,1,1,0
3,2016,09,21,2016-09-21,75.3,58.7,1020.6,9.3,3.0,7.0,15.0,84.0,68.0,0.0,999.9,0,0,0,284,158,67,5,8,1,3,20,5,2,9,3,0,0,2,0,1,0,0,0
5,2018,07,06,2018-07-06,78.2,71.0,1018.1,8.7,3.6,7.0,17.1,90.0,73.9,0.06,999.9,1,1,0,284,158,62,16,9,2,3,13,6,2,3,5,5,0,0,0,0,0,0,0
2,2017,07,18,2017-07-18,79.6,69.5,1018.2,10.0,1.9,7.0,999.9,88.0,73.0,0.0,999.9,0,0,0,299,158,78,13,13,0,2,11,5,0,9,6,1,1,1,0,1,0,0,0
6,2019,10,19,2019-10-19,50.8,35.8,1017.2,10.0,2.5,7.0,999.9,60.1,43.0,0.0,999.9,0,0,0,285,159,72,8,15,0,9,7,4,1,2,5,1,0,1,1,0,0,0,0
1,2019,08,19,2019-08-19,78.5,69.3,1014.9,10.0,2.1,7.0,999.9,90.0,70.0,0.64,999.9,0,0,0,262,159,62,6,4,1,5,10,7,1,1,2,2,1,0,1,0,0,0,0
4,2016,08,04,2016-08-04,72.9,60.0,1020.8,9.2,1.8,7.0,999.9,81.0,66.0,0.0,999.9,0,0,0,319,159,85,12,17,0,10,12,9,5,3,2,1,1,1,2,0,0,0,0
1,2018,05,21,2018-05-21,68.1,49.9,1020.4,10.0,2.4,7.0,17.1,81.0,55.9,0.0,999.9,0,0,0,291,160,70,12,4,0,6,8,5,2,9,3,0,4,6,1,1,0,0,0
2,2018,01,16,2018-01-16,29.1,22.2,1032.0,10.0,3.9,7.0,999.9,36.0,16.0,0.0,999.9,0,0,0,265,160,52,8,8,0,3,13,6,2,6,4,0,0,1,0,2,0,0,0
3,2016,05,11,2016-05-11,62.4,38.7,1021.1,10.0,2.8,7.0,999.9,75.9,50.0,0.0,999.9,0,0,0,318,160,85,5,13,1,5,17,4,1,10,8,5,1,1,2,0,0,0,0
3,2017,10,11,2017-10-11,69.7,58.7,1019.6,9.8,4.2,7.0,999.9,81.0,64.9,0.0,999.9,0,1,0,293,160,72,17,9,2,5,12,2,0,9,1,2,0,0,2,0,0,0,0
1,2018,08,13,2018-08-13,73.6,70.6,1015.5,7.8,3.9,7.0,15.9,84.0,71.1,0.0,999.9,0,1,0,285,161,67,9,7,6,4,14,6,0,2,3,3,0,0,1,0,1,1,0
6,2017,08,26,2017-08-26,70.0,48.9,1023.6,10.0,3.1,7.0,999.9,78.1,62.1,0.0,999.9,0,0,0,285,161,58,13,12,0,11,11,6,2,7,3,1,0,0,0,0,0,0,0
5,2016,04,22,2016-04-22,70.3,51.1,1012.6,9.7,3.6,7.0,999.9,79.0,48.9,0.0,999.9,0,0,0,312,161,81,10,16,2,6,7,6,1,3,12,2,0,3,0,2,0,0,0
6,2017,06,10,2017-06-10,75.7,53.2,1013.6,10.0,3.3,7.0,999.9,84.9,53.1,0.0,999.9,0,0,0,302,162,63,12,11,1,14,20,7,2,5,0,0,1,0,3,0,1,0,0
6,2018,05,12,2018-05-12,58.0,45.8,1019.2,8.7,2.7,7.0,999.9,73.0,52.0,0.06,999.9,0,1,0,304,162,67,11,13,7,15,8,6,1,4,4,0,1,1,2,1,1,0,0
4,2016,06,02,2016-06-02,68.4,55.9,1020.2,7.8,4.4,7.0,999.9,82.9,62.1,0.0,999.9,0,0,0,310,163,85,14,11,1,10,10,4,2,6,0,3,1,0,0,0,0,0,0
6,2016,11,05,2016-11-05,52.0,33.6,1022.7,10.0,3.1,7.0,999.9,62.1,44.1,0.0,999.9,0,0,0,304,163,68,17,16,1,13,10,1,2,5,1,0,2,3,2,0,0,0,0
4,2017,04,20,2017-04-20,54.6,47.8,1020.4,7.7,2.4,7.0,999.9,66.0,45.0,0.13,999.9,0,1,0,327,163,92,16,14,7,2,18,4,1,4,3,0,0,1,2,0,0,0,0
