day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,NUM_COLLISIONS,Driver_Inattention,Following_Too_Close,Traffic_Control_Disregarded,Unsafe_Speed,Pavement_Slippery,Alcohol_Involvement,Reaction_Uninvolved_Vehicle,View_Obstructed,Outside_Car_Distraction,Pedestrian_Bicyclist_Confusion,Aggressive_Driving_Rage,Obstruction_Debris,Glare,Pavement_Defective,Animals_Action,Driverless_Runaway_Vehicle,Lighting_Defects,Tinted_Windows,Windshield_Inadequate
6,2018,10,06,2018-10-06,64.2,59.5,1022.2,8.5,0.7,2.9,999.9,71.1,60.1,0.0,999.9,0,0,0,257,144,51,14,7,1,13,11,3,4,5,1,0,0,1,1,0,1,0,0
3,2018,09,12,2018-09-12,73.5,71.2,1022.3,5.6,0.6,2.9,999.9,77.0,62.1,0.03,999.9,1,1,0,367,196,89,16,6,18,3,19,7,0,5,3,2,0,1,0,2,0,0,0
5,2015,12,25,2015-12-25,62.0,52.1,1020.3,9.2,0.7,4.1,999.9,72.0,57.0,0.01,999.9,0,1,0,76,45,0,9,1,8,6,2,2,3,0,0,0,0,0,0,0,0,0,0
6,2013,08,17,2013-08-17,72.6,53.5,1023.9,10.0,1.6,4.1,999.9,84.0,64.0,0.0,999.9,0,0,0,84,48,2,11,0,0,7,1,3,10,0,1,1,0,0,0,0,0,0,0
1,2014,07,21,2014-07-21,73.9,60.3,1021.3,9.8,1.6,4.1,999.9,84.9,64.0,0.0,999.9,0,0,0,93,67,1,6,1,0,3,2,0,10,0,2,0,0,0,1,0,0,0,0
3,2013,09,25,2013-09-25,62.5,43.4,1013.5,10.0,2.0,4.1,999.9,73.0,46.9,0.0,999.9,0,0,0,102,71,1,5,3,0,2,0,2,10,0,2,1,5,0,0,0,0,0,0
7,2015,09,06,2015-09-06,74.1,55.8,1022.8,10.0,1.0,4.1,999.9,87.1,64.9,0.0,999.9,0,0,0,108,71,1,8,1,0,9,0,1,7,0,2,2,1,3,2,0,0,0,0
3,2013,10,30,2013-10-30,52.8,39.0,1025.5,9.6,1.8,4.1,999.9,60.1,44.1,0.0,999.9,0,0,0,97,75,1,9,1,0,1,0,1,7,0,1,0,0,0,1,0,0,0,0
5,2013,10,04,2013-10-04,73.5,59.7,1017.0,8.5,2.0,4.1,999.9,86.0,63.0,0.0,999.9,0,1,0,115,86,0,9,0,0,7,2,2,6,0,0,2,0,1,0,0,0,0,0
3,2015,09,16,2015-09-16,75.8,53.6,1025.7,10.0,1.5,4.1,999.9,88.0,62.1,0.0,999.9,0,0,0,138,112,2,2,0,0,4,3,4,7,0,0,3,1,0,0,0,0,0,0
3,2018,07,04,2018-07-04,80.4,73.0,1024.6,6.7,0.5,4.1,999.9,91.9,77.0,0.01,999.9,0,0,0,195,114,33,7,6,0,13,7,3,3,4,2,2,0,0,1,0,0,0,0
7,2018,06,10,2018-06-10,68.3,53.2,1017.7,10.0,0.6,4.1,999.9,82.9,62.1,0.0,999.9,0,1,0,250,127,49,14,19,7,13,6,3,2,2,2,1,0,3,1,1,0,0,0
1,2018,07,30,2018-07-30,74.6,61.2,1020.3,9.8,1.4,4.1,999.9,82.0,70.0,0.0,999.9,1,1,0,255,140,61,12,4,0,7,9,6,2,2,3,4,1,1,2,0,0,1,0
6,2018,08,25,2018-08-25,73.2,57.9,1024.7,10.0,1.2,4.1,999.9,82.0,64.9,0.0,999.9,0,0,0,264,142,54,12,12,0,13,15,4,1,2,3,1,2,1,0,1,0,1,0
6,2019,09,21,2019-09-21,71.8,49.8,1022.3,10.0,2.3,4.1,999.9,84.0,55.9,0.0,999.9,0,0,0,272,153,52,10,11,0,12,11,5,2,3,5,4,2,1,1,0,0,0,0
2,2018,10,09,2018-10-09,69.8,66.1,1027.0,7.8,0.8,4.1,999.9,77.0,64.0,0.0,999.9,0,0,0,289,162,74,7,11,2,6,12,6,1,5,1,0,0,0,0,0,2,0,0
6,2017,10,21,2017-10-21,65.5,37.6,1025.3,10.0,1.7,4.1,999.9,78.1,55.9,0.0,999.9,0,0,0,283,163,56,8,10,0,15,12,3,2,9,2,1,2,0,0,0,0,0,0
2,2019,04,23,2019-04-23,63.3,50.6,1012.7,10.0,1.9,4.1,999.9,77.0,55.9,0.24,999.9,0,0,0,275,170,54,6,7,0,5,18,4,2,1,5,1,2,0,0,0,0,0,0
4,2018,05,17,2018-05-17,61.2,58.5,1016.6,4.2,1.3,4.1,999.9,71.1,55.4,0.54,999.9,0,1,0,325,173,83,12,7,11,5,11,8,1,5,5,1,0,0,1,1,0,1,0
5,2018,09,21,2018-09-21,68.7,61.5,1022.0,10.0,1.7,4.1,999.9,72.0,64.9,0.0,999.9,0,0,0,333,174,82,9,12,0,8,20,6,2,13,1,2,1,1,0,2,0,0,0
3,2018,06,20,2018-06-20,75.9,54.2,1011.0,10.0,1.6,4.1,999.9,88.0,69.1,0.07,999.9,0,0,0,322,175,74,16,14,0,2,17,8,0,7,3,2,0,2,0,2,0,0,0
2,2017,09,12,2017-09-12,69.0,53.5,1017.4,10.0,0.8,4.1,999.9,78.1,55.0,0.0,999.9,0,0,0,337,176,93,18,8,0,8,16,7,0,5,0,4,1,0,1,0,0,0,0
5,2018,08,10,2018-08-10,79.3,62.6,1011.4,9.3,1.6,4.1,999.9,86.0,72.0,0.0,999.9,0,0,0,327,178,84,8,9,1,8,19,9,1,3,3,0,1,2,1,0,0,0,0
3,2018,06,06,2018-06-06,63.8,48.8,1009.6,10.0,2.3,4.1,999.9,75.0,57.9,0.0,999.9,0,0,0,300,181,66,15,6,1,3,8,10,0,4,2,3,1,0,0,0,0,0,0
5,2018,07,13,2018-07-13,75.5,58.8,1023.1,10.0,1.5,4.1,999.9,84.0,64.0,0.0,999.9,0,0,0,339,183,85,11,6,1,9,12,12,3,4,5,1,3,2,1,0,1,0,0
3,2019,07,03,2019-07-03,79.6,67.2,1010.0,10.0,1.7,4.1,999.9,87.1,71.1,0.02,999.9,0,1,0,310,186,61,11,11,1,5,14,8,1,5,5,0,0,1,1,0,0,0,0
5,2018,06,01,2018-06-01,70.2,66.2,1009.8,3.6,1.0,4.1,999.9,81.0,63.0,0.11,999.9,0,1,0,363,193,92,13,8,8,4,14,9,3,8,2,2,1,4,0,1,0,1,0
3,2018,09,05,2018-09-05,82.0,71.7,1022.8,10.0,0.5,4.1,999.9,91.9,77.0,0.0,999.9,0,1,0,356,205,85,17,13,1,3,11,4,2,6,3,3,1,0,0,2,0,0,0
2,2018,05,29,2018-05-29,72.8,61.9,1015.3,8.4,1.2,4.1,999.9,89.1,55.9,0.0,999.9,0,0,0,361,221,88,6,5,0,3,14,9,0,4,3,1,0,1,2,4,0,0,0
1,2013,09,02,2013-09-02,76.9,71.8,1008.2,6.3,0.9,5.1,999.9,84.0,73.9,0.0,999.9,0,1,0,87,45,1,16,0,6,9,0,2,6,0,1,0,0,1,0,0,0,0,0
2,2013,08,20,2013-08-20,76.6,61.9,1018.6,9.7,3.3,5.1,999.9,88.0,66.0,0.0,999.9,0,0,0,70,50,0,5,0,0,2,0,1,5,1,2,2,1,0,0,0,1,0,0
7,2014,06,22,2014-06-22,69.8,53.2,1014.3,10.0,1.5,5.1,999.9,79.0,62.1,0.0,999.9,0,0,0,74,51,0,9,2,0,4,0,0,6,0,1,1,0,0,0,0,0,0,0
7,2013,09,15,2013-09-15,60.4,43.3,1020.9,10.0,2.9,5.1,999.9,73.0,51.1,0.0,999.9,0,0,0,78,53,0,5,0,1,7,1,1,7,0,1,0,1,1,0,0,0,0,0
3,2013,08,28,2013-08-28,76.4,68.0,1011.6,7.1,1.8,5.1,999.9,87.1,71.1,0.01,999.9,1,1,0,75,54,1,4,0,4,1,1,3,5,0,1,0,0,0,0,0,1,0,0
1,2013,12,02,2013-12-02,45.1,32.4,1014.8,8.2,2.2,5.1,999.9,48.9,36.0,0.0,999.9,0,0,0,77,54,0,12,0,1,2,0,5,2,0,0,0,0,0,1,0,0,0,0
3,2013,12,04,2013-12-04,45.7,34.7,1018.0,6.4,2.4,5.1,999.9,53.1,37.9,0.0,999.9,0,0,0,81,56,0,12,0,1,2,0,1,5,0,3,1,0,0,0,0,0,0,0
7,2014,06,29,2014-06-29,74.4,56.2,1023.4,10.0,2.1,5.1,999.9,87.1,66.0,0.0,999.9,0,0,0,85,56,2,3,1,0,13,1,1,7,0,0,1,0,0,0,0,0,0,0
1,2013,08,19,2013-08-19,72.1,58.2,1019.1,9.8,2.4,5.1,999.9,79.0,66.0,0.0,999.9,0,0,0,81,56,0,7,1,0,3,2,0,5,0,2,1,0,3,1,0,0,0,0
1,2013,08,12,2013-08-12,74.5,64.2,1016.0,9.5,2.0,5.1,999.9,82.0,64.9,0.05,999.9,0,1,0,81,59,0,3,0,3,5,0,0,8,0,2,0,0,1,0,0,0,0,0
1,2014,09,01,2014-09-01,79.3,70.6,1015.1,9.3,2.6,5.1,999.9,90.0,73.0,0.62,999.9,0,0,0,98,62,0,8,2,2,10,0,0,5,0,4,2,2,1,0,0,0,0,0
1,2014,07,14,2014-07-14,75.7,70.8,1011.4,7.2,3.0,5.1,999.9,82.9,69.8,0.03,999.9,0,1,0,103,65,0,11,1,4,4,2,2,10,1,1,2,0,0,0,0,0,0,0
4,2013,10,17,2013-10-17,65.3,58.1,1011.3,7.0,1.3,5.1,999.9,73.0,62.1,0.0,999.9,0,0,0,108,66,0,10,1,5,4,1,2,12,2,4,0,0,0,1,0,0,0,0
4,2015,11,26,2015-11-26,49.0,38.0,1042.1,9.7,2.5,5.1,999.9,60.1,36.0,0.0,999.9,0,0,0,107,66,0,19,0,0,12,0,5,2,0,0,0,2,1,0,0,0,0,0
3,2013,08,21,2013-08-21,80.1,61.4,1020.3,9.8,1.9,5.1,999.9,90.0,68.0,0.0,999.9,0,0,0,88,67,0,5,0,0,3,2,0,7,0,1,1,0,1,1,0,0,0,0
7,2014,10,12,2014-10-12,54.0,41.1,1023.6,9.9,2.1,5.1,15.9,63.0,48.0,0.19,999.9,0,0,0,102,68,0,8,2,0,7,2,1,6,1,3,0,2,1,1,0,0,0,0
3,2014,04,02,2014-04-02,47.3,35.6,1018.6,9.8,1.9,5.1,999.9,60.1,39.0,0.0,999.9,0,0,0,97,70,0,8,1,0,4,0,1,12,0,1,0,0,0,0,0,0,0,0
4,2013,12,05,2013-12-05,52.8,47.0,1018.1,5.0,2.6,5.1,999.9,60.1,41.0,0.01,999.9,1,1,0,116,70,1,6,0,19,3,1,4,4,0,5,1,0,0,1,0,1,0,0
4,2013,07,18,2013-07-18,88.2,68.6,1016.8,8.2,3.6,5.1,999.9,98.1,81.0,0.0,999.9,0,0,0,103,73,0,6,1,0,3,2,5,10,0,2,1,0,0,0,0,0,0,0
4,2013,10,03,2013-10-03,71.7,54.7,1017.9,9.9,0.9,5.1,999.9,82.9,63.0,0.0,999.9,0,0,0,94,73,0,3,1,0,3,1,2,6,1,0,0,3,1,0,0,0,0,0
1,2015,11,02,2015-11-02,59.4,44.7,1017.1,10.0,2.6,5.1,999.9,64.9,54.0,0.0,999.9,0,0,0,110,73,0,12,0,0,4,2,3,13,0,2,0,0,1,0,0,0,0,0
1,2014,10,13,2014-10-13,58.7,47.7,1026.4,9.4,2.0,5.1,999.9,64.9,48.0,0.0,999.9,0,1,0,112,74,0,6,1,6,5,2,5,7,0,3,2,1,0,0,0,0,0,0
1,2014,06,30,2014-06-30,75.7,59.1,1018.0,10.0,2.2,5.1,999.9,84.0,68.0,0.0,999.9,0,0,0,102,75,1,4,0,0,8,1,1,9,1,1,0,0,1,0,0,0,0,0
3,2013,07,17,2013-07-17,86.7,66.3,1020.8,8.6,2.7,5.1,999.9,97.0,79.0,0.0,999.9,0,0,0,111,76,0,8,1,1,7,0,4,8,0,3,2,1,0,0,0,0,0,0
2,2013,07,02,2013-07-02,75.6,71.7,1019.0,7.9,2.2,5.1,999.9,82.0,72.0,0.84,999.9,0,1,0,108,77,0,4,0,7,4,1,3,6,0,2,1,2,1,0,0,0,0,0
3,2013,09,18,2013-09-18,60.0,41.9,1026.0,10.0,1.4,5.1,999.9,72.0,50.0,0.0,999.9,0,0,0,104,77,0,5,0,0,4,2,3,8,0,2,3,0,0,0,0,0,0,0
3,2013,07,31,2013-07-31,74.1,56.3,1019.9,10.0,2.2,5.1,999.9,82.9,66.9,0.0,999.9,0,0,0,98,77,0,4,0,0,4,0,3,7,0,1,0,1,1,0,0,0,0,0
7,2015,07,05,2015-07-05,74.6,58.9,1018.4,9.2,1.3,5.1,999.9,82.9,68.0,0.0,999.9,0,0,0,117,78,1,12,1,0,9,1,2,10,0,1,2,0,0,0,0,0,0,0
7,2015,08,16,2015-08-16,82.8,63.9,1019.0,10.0,1.2,5.1,999.9,93.0,75.9,0.0,999.9,0,0,0,127,78,0,11,2,0,19,2,3,7,0,1,1,0,1,2,0,0,0,0
1,2015,10,12,2015-10-12,64.4,46.5,1010.3,10.0,3.7,5.1,999.9,77.0,53.1,0.0,999.9,0,0,0,121,79,1,17,1,0,6,1,1,11,0,1,1,1,0,1,0,0,0,0
7,2015,07,12,2015-07-12,79.9,59.1,1016.6,9.9,1.7,5.1,999.9,89.1,69.1,0.0,999.9,0,0,0,113,79,0,8,1,0,10,0,3,4,1,3,1,0,3,0,0,0,0,0
7,2015,08,02,2015-08-02,79.9,55.9,1011.8,10.0,2.0,5.1,999.9,89.1,71.1,0.0,999.9,0,0,0,127,79,1,20,0,0,6,2,3,8,0,4,1,1,0,1,0,1,0,0
2,2015,09,15,2015-09-15,72.0,48.2,1024.5,10.0,2.1,5.1,999.9,82.9,63.0,0.0,999.9,0,0,0,112,80,1,10,0,0,3,4,1,6,0,3,2,1,1,0,0,0,0,0
2,2014,08,26,2014-08-26,77.7,61.6,1020.1,9.5,2.0,5.1,999.9,89.1,64.0,0.0,999.9,0,0,0,116,80,0,11,1,0,4,0,2,15,0,1,0,2,0,0,0,0,0,0
3,2015,09,23,2015-09-23,68.4,47.9,1023.9,10.0,3.3,5.1,999.9,80.1,59.0,0.0,999.9,0,0,0,118,82,0,12,0,1,5,0,3,5,0,5,2,2,0,0,0,0,0,1
6,2015,07,25,2015-07-25,78.2,54.5,1014.8,10.0,2.5,5.1,999.9,88.0,69.1,0.0,999.9,0,0,0,117,83,0,7,1,0,6,0,3,10,0,5,0,2,0,0,0,0,0,0
5,2013,09,20,2013-09-20,67.6,53.9,1018.1,9.6,2.1,5.1,999.9,79.0,55.0,0.0,999.9,0,0,0,121,84,1,9,1,0,5,2,4,10,0,1,0,3,1,0,0,0,0,0
4,2014,07,31,2014-07-31,73.5,57.3,1018.3,9.8,2.5,5.1,17.1,82.0,63.0,0.0,999.9,0,0,0,112,85,1,7,0,0,5,1,2,7,0,1,2,0,1,0,0,0,0,0
7,2014,09,28,2014-09-28,73.1,57.4,1020.2,9.8,0.9,5.1,999.9,84.0,60.1,0.0,999.9,0,0,0,130,86,0,11,2,0,8,1,0,18,0,2,0,1,1,0,0,0,0,0
2,2013,10,15,2013-10-15,60.0,49.6,1023.2,9.5,2.1,5.1,999.9,72.0,52.0,0.0,999.9,0,0,0,120,87,0,7,1,1,1,1,1,15,0,0,0,6,0,0,0,0,0,0
3,2015,11,04,2015-11-04,62.9,45.9,1026.3,10.0,2.3,5.1,999.9,72.0,48.0,0.0,999.9,0,0,0,128,90,1,10,1,0,4,1,3,8,0,2,0,5,2,1,0,0,0,0
2,2014,08,05,2014-08-05,78.6,61.8,1015.9,10.0,1.4,5.1,999.9,89.1,70.0,0.0,999.9,0,0,0,124,92,0,10,0,0,1,0,2,9,0,3,4,1,2,0,0,0,0,0
4,2015,05,21,2015-05-21,56.7,36.2,1015.3,10.0,2.5,5.1,999.9,66.9,52.0,0.0,999.9,0,0,0,126,93,0,6,5,2,3,1,2,9,0,3,2,0,0,0,0,0,0,0
6,2015,08,29,2015-08-29,75.7,53.9,1021.7,10.0,1.2,5.1,999.9,87.1,63.0,0.0,999.9,0,0,0,144,94,0,15,5,1,8,0,5,10,0,3,0,1,2,0,0,0,0,0
5,2013,08,16,2013-08-16,70.9,51.5,1020.9,10.0,1.7,5.1,999.9,82.0,59.0,0.0,999.9,0,0,0,133,95,1,12,0,0,6,0,2,13,0,2,0,2,0,0,0,0,0,0
7,2015,10,11,2015-10-11,59.3,42.6,1015.3,10.0,2.8,5.1,999.9,69.1,50.0,0.0,999.9,0,0,0,138,98,0,8,1,0,7,2,1,7,0,5,1,6,0,2,0,0,0,0
3,2015,11,25,2015-11-25,42.5,24.9,1038.1,10.0,2.3,5.1,999.9,50.0,32.0,0.0,999.9,0,0,0,129,98,0,9,0,0,6,3,1,7,0,3,0,1,1,0,0,0,0,0
4,2014,09,18,2014-09-18,65.8,47.4,1015.4,10.0,1.8,5.1,999.9,75.9,55.0,0.0,999.9,0,0,0,125,98,2,4,0,0,7,2,2,4,0,3,0,2,1,0,0,0,0,0
6,2015,07,11,2015-07-11,78.7,55.6,1017.4,9.9,1.9,5.1,999.9,88.0,69.1,0.0,999.9,0,0,0,148,101,0,22,2,1,8,2,1,9,0,2,0,0,0,0,0,0,0,0
1,2015,11,09,2015-11-09,51.1,31.4,1030.0,10.0,1.7,5.1,999.9,59.0,43.0,0.0,999.9,0,0,0,131,101,2,4,3,0,4,0,3,8,0,3,2,0,0,1,0,0,0,0
7,2019,10,13,2019-10-13,59.5,45.9,1017.4,10.0,2.4,5.1,999.9,66.9,53.1,0.0,999.9,0,0,0,192,103,48,8,12,0,5,8,5,0,3,0,0,0,0,0,0,0,0,0
2,2015,10,06,2015-10-06,61.2,45.4,1017.1,10.0,1.5,5.1,999.9,73.0,52.0,0.0,999.9,0,0,0,142,106,2,11,0,0,1,1,1,11,0,5,3,1,0,0,0,0,0,0
4,2014,09,04,2014-09-04,77.9,56.9,1020.6,10.0,1.3,5.1,999.9,87.1,69.1,0.0,999.9,0,0,0,155,107,0,14,1,0,9,2,3,15,1,2,0,0,1,0,0,0,0,0
2,2015,07,28,2015-07-28,82.7,65.1,1015.3,9.4,2.2,5.1,999.9,95.0,71.1,0.0,999.9,0,0,0,150,109,0,13,0,0,2,2,3,15,0,1,2,2,1,0,0,0,0,0
4,2015,11,05,2015-11-05,62.8,57.5,1024.9,4.7,1.9,5.1,999.9,71.1,55.9,0.0,999.9,0,1,0,152,109,0,11,0,8,3,0,6,10,0,3,1,0,0,0,0,0,0,1
4,2015,08,06,2015-08-06,75.6,52.2,1014.1,10.0,2.7,5.1,999.9,87.1,66.9,0.0,999.9,0,0,0,153,112,0,12,1,1,3,6,4,6,0,4,2,1,0,1,0,0,0,0
2,2015,11,03,2015-11-03,60.6,42.6,1021.0,10.0,1.6,5.1,999.9,72.0,48.0,0.0,999.9,0,0,0,148,113,0,11,0,0,2,3,3,6,1,1,3,3,2,0,0,0,0,0
4,2015,09,17,2015-09-17,77.0,55.4,1021.3,10.0,1.3,5.1,999.9,89.1,66.0,0.0,999.9,0,0,0,154,113,0,13,1,0,6,1,0,13,0,2,2,3,0,0,0,0,0,0
3,2019,07,10,2019-07-10,80.7,64.3,1016.6,10.0,1.6,5.1,999.9,88.0,69.1,0.0,999.9,0,0,0,221,116,63,8,5,0,9,5,6,2,2,3,1,0,0,1,0,0,0,0
7,2018,10,07,2018-10-07,71.6,66.9,1021.7,8.9,2.2,5.1,999.9,79.0,63.0,0.0,999.9,0,0,0,242,116,56,15,19,0,10,9,4,4,5,1,0,0,1,1,1,0,0,0
3,2016,03,09,2016-03-09,57.2,39.4,1019.0,6.6,1.8,5.1,999.9,77.0,44.1,0.0,999.9,0,0,0,157,120,1,15,3,1,5,0,1,4,0,3,2,1,0,0,0,0,0,1
3,2016,10,12,2016-10-12,57.9,48.8,1027.2,9.8,1.2,5.1,999.9,66.0,46.0,0.0,999.9,0,0,0,222,123,45,12,12,0,6,10,2,1,3,3,1,0,3,0,0,0,1,0
7,2017,12,03,2017-12-03,45.4,36.2,1023.0,10.0,1.9,5.1,999.9,48.2,43.0,0.0,999.9,0,0,0,224,123,51,9,11,0,11,10,5,0,1,1,0,0,1,1,0,0,0,0
7,2017,06,04,2017-06-04,63.3,45.2,1015.1,10.0,1.6,5.1,999.9,73.0,55.0,0.01,999.9,0,1,0,230,126,51,10,11,5,7,8,0,2,3,3,0,1,1,2,0,0,0,0
1,2016,10,03,2016-10-03,64.6,57.1,1016.3,7.2,1.8,5.1,999.9,72.0,57.0,0.0,999.9,0,0,0,212,127,39,9,7,0,5,10,5,1,5,2,0,0,1,1,0,0,0,0
6,2017,10,14,2017-10-14,65.5,60.6,1024.0,7.7,3.1,5.1,999.9,72.0,52.0,0.08,999.9,0,1,0,266,128,75,12,9,3,7,9,10,5,5,1,0,0,0,2,0,0,0,0
6,2015,09,19,2015-09-19,74.7,61.8,1014.4,9.3,1.8,5.1,999.9,87.1,68.0,0.0,999.9,0,0,0,166,128,1,9,1,0,9,0,1,9,0,4,0,4,0,0,0,0,0,0
7,2019,10,06,2019-10-06,62.8,52.4,1026.4,9.8,2.0,5.1,15.0,70.0,45.0,0.0,999.9,0,1,0,227,129,50,7,7,4,8,8,5,2,4,1,1,0,0,1,0,0,0,0
6,2018,09,01,2018-09-01,72.6,61.7,1026.0,10.0,2.4,5.1,999.9,78.1,69.1,0.03,999.9,0,0,0,263,130,72,11,12,0,8,15,1,0,4,6,1,0,2,0,1,0,0,0
7,2018,08,05,2018-08-05,81.8,67.3,1019.9,10.0,1.4,5.1,999.9,91.0,72.0,0.74,999.9,0,0,0,282,132,75,10,15,0,21,11,3,1,5,3,3,1,2,0,0,0,0,0
7,2019,04,07,2019-04-07,58.2,39.0,1023.3,10.0,1.7,5.1,999.9,68.0,39.0,0.0,999.9,0,0,0,225,136,38,9,7,0,13,10,4,0,1,3,0,1,0,1,1,0,1,0
7,2018,07,29,2018-07-29,76.4,61.6,1017.5,10.0,1.7,5.1,999.9,84.9,70.0,0.0,999.9,0,0,0,240,137,36,11,12,0,19,11,2,1,2,5,1,0,2,0,1,0,0,0
4,2016,06,23,2016-06-23,75.2,54.7,1011.3,9.0,1.5,5.1,999.9,86.0,68.0,0.0,999.9,0,0,0,256,137,58,13,12,1,6,9,8,1,3,4,0,1,1,2,0,0,0,0
7,2019,04,14,2019-04-14,67.4,57.9,1012.9,9.1,2.1,5.1,999.9,77.0,60.1,0.24,999.9,0,1,0,215,138,35,2,13,0,14,5,1,0,2,4,0,0,1,0,0,0,0,0
6,2019,05,04,2019-05-04,58.5,54.6,1012.6,3.9,0.9,5.1,999.9,71.1,50.0,0.16,999.9,0,1,0,260,143,56,14,12,4,12,8,3,2,2,2,1,1,0,0,0,0,0,0
6,2019,08,03,2019-08-03,77.7,67.1,1016.9,10.0,2.8,5.1,999.9,86.0,73.0,0.0,999.9,0,0,0,258,143,51,8,14,1,9,10,7,2,3,6,0,1,2,0,1,0,0,0
7,2017,10,22,2017-10-22,66.0,46.9,1028.4,9.6,1.6,5.1,999.9,78.1,55.9,0.0,999.9,0,0,0,267,144,44,13,18,2,12,7,4,1,9,7,0,3,0,2,0,1,0,0
7,2018,06,24,2018-06-24,72.3,65.0,1009.4,7.6,1.5,5.1,999.9,84.0,62.1,0.0,999.9,0,1,0,275,144,63,12,16,1,10,15,2,0,6,2,1,1,2,0,0,0,0,0
3,2016,08,10,2016-08-10,79.7,72.0,1021.1,8.4,3.4,5.1,17.1,87.1,71.1,0.01,999.9,0,1,0,272,146,61,12,12,8,2,13,4,2,8,2,0,0,1,1,0,0,0,0
6,2018,06,30,2018-06-30,83.1,59.4,1016.6,10.0,1.4,5.1,999.9,93.0,70.0,0.0,999.9,0,0,0,293,146,69,12,9,1,15,13,7,1,7,3,0,6,2,0,1,0,1,0
5,2019,03,29,2019-03-29,52.8,37.8,1020.3,10.0,1.6,5.1,999.9,59.0,37.0,0.0,999.9,0,1,0,256,147,63,8,9,1,3,9,8,0,1,5,0,0,0,1,0,1,0,0
1,2017,08,14,2017-08-14,75.4,61.8,1016.1,10.0,1.9,5.1,999.9,82.9,70.0,0.0,999.9,0,0,0,282,148,62,18,12,0,8,10,5,2,8,6,0,2,0,0,1,0,0,0
1,2018,08,06,2018-08-06,84.4,69.6,1018.2,8.7,1.6,5.1,999.9,91.9,73.0,0.0,999.9,0,0,0,291,148,76,13,11,0,6,15,3,2,5,3,2,1,4,1,1,0,0,0
2,2019,04,02,2019-04-02,43.7,19.4,1027.7,10.0,2.5,5.1,999.9,52.0,33.1,0.0,999.9,0,0,0,249,149,46,8,12,2,7,8,6,1,5,3,1,1,0,0,0,0,0,0
4,2016,08,18,2016-08-18,78.8,65.1,1015.5,9.1,1.8,5.1,999.9,84.9,72.0,0.03,999.9,0,1,0,270,149,58,12,11,0,4,10,3,3,11,8,1,0,0,0,0,0,0,0
2,2019,10,15,2019-10-15,58.4,37.9,1019.4,10.0,2.9,5.1,999.9,72.0,51.1,0.0,999.9,0,0,0,253,150,53,7,8,1,2,13,6,1,7,1,0,3,0,1,0,0,0,0
7,2017,07,16,2017-07-16,76.8,62.0,1013.9,10.0,2.5,5.1,999.9,87.1,68.0,0.0,999.9,0,0,0,262,150,53,15,14,0,8,5,2,4,4,5,0,0,1,1,0,0,0,0
6,2018,07,28,2018-07-28,75.6,69.0,1015.1,6.5,0.5,5.1,999.9,86.0,68.0,0.25,999.9,0,1,0,279,152,61,13,13,2,13,11,2,0,10,1,0,0,1,0,0,0,0,0
7,2017,09,24,2017-09-24,78.5,60.2,1017.4,10.0,1.3,5.1,999.9,91.0,68.0,0.0,999.9,0,0,0,276,153,59,8,12,0,10,17,3,2,7,1,0,2,1,0,1,0,0,0
6,2019,06,01,2019-06-01,71.1,56.0,1009.5,10.0,2.6,5.1,999.9,80.1,63.0,0.0,999.9,0,0,0,287,159,72,13,12,0,10,6,2,0,2,7,0,1,2,1,0,0,0,0
6,2016,10,15,2016-10-15,54.0,39.7,1029.0,10.0,2.7,5.1,999.9,64.9,45.0,0.0,999.9,0,0,0,324,161,80,13,13,1,17,10,6,3,9,4,2,4,1,0,0,0,0,0
2,2017,09,26,2017-09-26,73.8,65.3,1016.5,9.7,2.2,5.1,999.9,88.0,68.0,0.0,999.9,0,0,0,301,163,69,9,9,0,2,20,11,1,5,7,2,2,1,0,0,0,0,0
2,2019,06,25,2019-06-25,76.1,68.3,1009.7,7.7,1.6,5.1,999.9,84.0,66.9,0.86,999.9,1,1,0,312,164,75,18,10,3,7,19,5,0,4,4,1,0,0,2,0,0,0,0
2,2016,05,17,2016-05-17,59.1,37.6,9999.9,9.9,3.5,5.1,999.9,64.4,55.4,0.0,999.9,0,0,0,285,165,55,7,10,1,10,16,6,1,9,3,1,0,0,0,1,0,0,0
4,2016,06,16,2016-06-16,70.6,60.8,1008.8,7.2,1.5,5.1,999.9,84.9,62.1,0.2,999.9,0,1,0,295,167,62,8,10,3,15,12,3,1,2,3,6,0,1,1,0,1,0,0
3,2018,05,30,2018-05-30,70.0,62.3,1018.5,8.0,2.3,5.1,999.9,89.1,62.1,0.0,999.9,0,0,0,310,167,86,11,9,0,1,12,11,2,3,2,1,1,3,1,0,0,0,0
4,2018,07,26,2018-07-26,76.5,71.0,1011.3,9.0,2.1,5.1,999.9,82.9,71.6,0.25,999.9,0,1,0,306,167,76,14,12,4,5,8,5,1,5,4,2,2,1,0,0,0,0,0
6,2016,06,18,2016-06-18,71.3,49.5,1021.9,9.8,2.8,5.1,999.9,87.1,61.0,0.0,999.9,0,0,0,325,168,84,15,15,0,14,12,4,1,3,3,0,2,2,1,1,0,0,0
1,2019,09,16,2019-09-16,72.9,59.4,1017.5,10.0,1.3,5.1,999.9,82.0,68.0,0.0,999.9,0,0,0,284,169,60,12,12,0,3,11,3,3,7,1,3,0,0,0,0,0,0,0
